Orthogroup	BA7	BDBR229	CFB2957	GMI1000_2	K60	MOLK2	GMI1000	PSI07	PSS4	R24	RUN2340	UW551
OG0001725	RSBA7_00112	RSBDBR229_00108	RSCFB2957_00110	RSGMI1000_00113	RSK60_01611	RSMOLK2_00117	RSc0112	RSPSI07_03144	RSPSS4_00113	RSR24_00113	RSRUN2340_00133	RSUW551_00160
OG0000182	RSBA7_00113	RSBDBR229_00109	RSCFB2957_00111	RSGMI1000_00114	RSK60_01610	RSMOLK2_00118	RSc0113	RSPSI07_03143	RSPSS4_00114	RSR24_00114	RSRUN2340_00134	RSUW551_00161
OG0001594	RSBA7_00114	RSBDBR229_00110	RSCFB2957_00112	RSGMI1000_00115	RSK60_01609	RSMOLK2_00119	RSc0114	RSPSI07_03142	RSPSS4_00115	RSR24_00115	RSRUN2340_00135	RSUW551_00162
OG0001616	RSBA7_00115	RSBDBR229_00111, RSBDBR229_00112	RSCFB2957_00113	RSGMI1000_00116	RSK60_01608	RSMOLK2_00120	RSc0115	RSPSI07_03141	RSPSS4_00116	RSR24_00116	RSRUN2340_00136	RSUW551_00163
OG0003501	RSBA7_00116	RSBDBR229_00113	RSCFB2957_00114	RSGMI1000_00117	RSK60_01607	RSMOLK2_00121	RSc0116	RSPSI07_03140	RSPSS4_00117		RSRUN2340_00137	RSUW551_00164
OG0002878	RSBA7_00117	RSBDBR229_00114	RSCFB2957_00115	RSGMI1000_00118	RSK60_01606	RSMOLK2_00122	RSc0117	RSPSI07_03139	RSPSS4_00118		RSRUN2340_00138	RSUW551_00165
OG0002879	RSBA7_00118	RSBDBR229_00115	RSCFB2957_00116	RSGMI1000_00119	RSK60_01605	RSMOLK2_00123	RSc0118	RSPSI07_03138	RSPSS4_00119		RSRUN2340_00139	RSUW551_00166
OG0002880	RSBA7_00119	RSBDBR229_00116	RSCFB2957_00117	RSGMI1000_00120	RSK60_01604	RSMOLK2_00124	RSc0119	RSPSI07_03137	RSPSS4_00120		RSRUN2340_00140	RSUW551_00167
OG0002881	RSBA7_00120	RSBDBR229_00117	RSCFB2957_00118	RSGMI1000_00121	RSK60_01603	RSMOLK2_00125	RSc0120	RSPSI07_03136	RSPSS4_00121		RSRUN2340_00141	RSUW551_00168
OG0001724	RSBA7_00121	RSBDBR229_03196	RSCFB2957_00119	RSGMI1000_00122	RSK60_01602	RSMOLK2_00126	RSc0121	RSPSI07_03135	RSPSS4_00122	RSR24_00117	RSRUN2340_00142	RSUW551_00169
OG0000045	RSBA7_00122, RSBA7_00947, RSBA7_04499	RSBDBR229_02349, RSBDBR229_03197, RSBDBR229_04216	RSCFB2957_00120, RSCFB2957_00899, RSCFB2957_04424	RSGMI1000_00123, RSGMI1000_00991, RSGMI1000_04599	RSK60_00745, RSK60_01601, RSK60_04648	RSMOLK2_00127, RSMOLK2_01573, RSMOLK2_04264	RSc0122, RSc0973, RSp1140	RSPSI07_02338, RSPSI07_03134, RSPSI07_04322	RSPSS4_00123, RSPSS4_00995, RSPSS4_03909	RSR24_00118, RSR24_00972, RSR24_04424	RSRUN2340_00143, RSRUN2340_02256, RSRUN2340_04715	RSUW551_00170, RSUW551_01906, RSUW551_04540
OG0001324	RSBA7_00123		RSCFB2957_00121	RSGMI1000_00124	RSK60_01600	RSMOLK2_00128	RSc0123		RSPSS4_00124	RSR24_00120	RSRUN2340_00144	RSUW551_00172
OG0004658				RSGMI1000_00125		RSMOLK2_00129	RSc0124		RSPSS4_00125		RSRUN2340_00145	RSUW551_00173
OG0002858	RSBA7_00124		RSCFB2957_00122	RSGMI1000_00126	RSK60_01599	RSMOLK2_00130	RSc0125		RSPSS4_00126, RSPSS4_01141		RSRUN2340_00146, RSRUN2340_02103	RSUW551_00174
OG0002882	RSBA7_00125	RSBDBR229_03199	RSCFB2957_00123	RSGMI1000_00127	RSK60_01598	RSMOLK2_00131	RSc0126	RSPSI07_03132	RSPSS4_00127	RSR24_00124	RSRUN2340_00147	RSUW551_00175
OG0003502	RSBA7_00126	RSBDBR229_03200	RSCFB2957_00124	RSGMI1000_00128	RSK60_01597	RSMOLK2_00132	RSc0127	RSPSI07_03131	RSPSS4_00128	RSR24_00125		RSUW551_00176
OG0004009		RSBDBR229_03203		RSGMI1000_00129		RSMOLK2_00135	RSc0128	RSPSI07_03128	RSPSS4_00129	RSR24_00127	RSRUN2340_00148	RSUW551_00179
OG0002525	RSBA7_00127	RSBDBR229_03204	RSCFB2957_00125	RSGMI1000_00130	RSK60_01596	RSMOLK2_00136	RSc0129	RSPSI07_03127	RSPSS4_00130	RSR24_00128	RSRUN2340_00149	RSUW551_00180
OG0001853	RSBA7_00128	RSBDBR229_03205	RSCFB2957_00126	RSGMI1000_00131	RSK60_01595	RSMOLK2_00137	RSc0130	RSPSI07_03126	RSPSS4_00131	RSR24_00129	RSRUN2340_00150	RSUW551_00181
OG0002883	RSBA7_00129	RSBDBR229_03206	RSCFB2957_00127	RSGMI1000_00132	RSK60_01594	RSMOLK2_00138	RSc0131	RSPSI07_03125	RSPSS4_00132	RSR24_00130	RSRUN2340_00151	RSUW551_00182
OG0003503	RSBA7_00130	RSBDBR229_03207	RSCFB2957_00128	RSGMI1000_00133	RSK60_01593	RSMOLK2_00139	RSc0132	RSPSI07_03124	RSPSS4_00133	RSR24_00131	RSRUN2340_00152	
OG0002603	RSBA7_00131	RSBDBR229_03208	RSCFB2957_00129	RSGMI1000_00134	RSK60_01590	RSMOLK2_00140	RSc0133	RSPSI07_03123	RSPSS4_00134	RSR24_00132	RSRUN2340_00153	RSUW551_00184
OG0000250	RSBA7_00132	RSBDBR229_03209	RSCFB2957_00130	RSGMI1000_00135	RSK60_01589	RSMOLK2_00141	RSc0134	RSPSI07_03122	RSPSS4_00135	RSR24_00133	RSRUN2340_00155	RSUW551_00185
OG0000844	RSBA7_00133	RSBDBR229_03210	RSCFB2957_00131	RSGMI1000_00136	RSK60_01588	RSMOLK2_00142	RSc0135	RSPSI07_03121	RSPSS4_00136	RSR24_00134	RSRUN2340_00156	RSUW551_00186
OG0001723	RSBA7_00134	RSBDBR229_03211	RSCFB2957_00132	RSGMI1000_00137	RSK60_01587	RSMOLK2_00143	RSc0136	RSPSI07_03120	RSPSS4_00137	RSR24_00135	RSRUN2340_00157	RSUW551_00187
OG0000286	RSBA7_00135	RSBDBR229_03212	RSCFB2957_00133	RSGMI1000_00138	RSK60_01586	RSMOLK2_00144	RSc0137	RSPSI07_03119	RSPSS4_00138	RSR24_00136	RSRUN2340_00159	RSUW551_00188
OG0001722	RSBA7_00136	RSBDBR229_03213	RSCFB2957_00134	RSGMI1000_00139	RSK60_01585	RSMOLK2_00145	RSc0138	RSPSI07_03118	RSPSS4_00139	RSR24_00137	RSRUN2340_00160	RSUW551_00189
OG0000346	RSBA7_00137	RSBDBR229_03214	RSCFB2957_00135	RSGMI1000_00140	RSK60_01584	RSMOLK2_00146	RSc0139	RSPSI07_03117	RSPSS4_00140	RSR24_00138	RSRUN2340_00161	RSUW551_00190
OG0000843	RSBA7_00138	RSBDBR229_03215	RSCFB2957_00136	RSGMI1000_00141	RSK60_01583	RSMOLK2_00147	RSc0140	RSPSI07_03116	RSPSS4_00141	RSR24_00139	RSRUN2340_00162	RSUW551_00191
OG0002675	RSBA7_00139	RSBDBR229_03216	RSCFB2957_00137	RSGMI1000_00142	RSK60_01582	RSMOLK2_00148	RSc0141	RSPSI07_03115	RSPSS4_00142	RSR24_00140	RSRUN2340_00163	RSUW551_00192
OG0001720	RSBA7_00140	RSBDBR229_03217	RSCFB2957_00138	RSGMI1000_00143	RSK60_01581	RSMOLK2_00149	RSc0142	RSPSI07_03114	RSPSS4_00143	RSR24_00141	RSRUN2340_00164	RSUW551_00193
OG0004398		RSBDBR229_03218		RSGMI1000_00144		RSMOLK2_00150	RSc0143	RSPSI07_03113	RSPSS4_00144			RSUW551_00194
OG0004075		RSBDBR229_03219		RSGMI1000_00145		RSMOLK2_00151	RSc0144	RSPSI07_03112	RSPSS4_00145			RSUW551_00195
OG0002884	RSBA7_00141	RSBDBR229_03220	RSCFB2957_00139	RSGMI1000_00147	RSK60_01580	RSMOLK2_00152	RSc0145	RSPSI07_03111	RSPSS4_00147	RSR24_00142	RSRUN2340_00165	RSUW551_00196
OG0002676	RSBA7_00142	RSBDBR229_03221	RSCFB2957_00140	RSGMI1000_00148	RSK60_01579	RSMOLK2_00153	RSc0146	RSPSI07_03110	RSPSS4_00148	RSR24_00143	RSRUN2340_00166	RSUW551_00197
OG0002885	RSBA7_00143	RSBDBR229_03222	RSCFB2957_00141	RSGMI1000_00149	RSK60_01578	RSMOLK2_00154	RSc0147	RSPSI07_03109	RSPSS4_00149	RSR24_00144	RSRUN2340_00167	RSUW551_00198
OG0002886	RSBA7_00144	RSBDBR229_03223	RSCFB2957_00142	RSGMI1000_00150	RSK60_01577	RSMOLK2_00155	RSc0148	RSPSI07_03108	RSPSS4_00150	RSR24_00145	RSRUN2340_00168	RSUW551_00199
OG0002887	RSBA7_00145	RSBDBR229_03224	RSCFB2957_00143	RSGMI1000_00151	RSK60_01576	RSMOLK2_00156	RSc0149	RSPSI07_03107	RSPSS4_00151	RSR24_00146	RSRUN2340_00169	RSUW551_00200
OG0002888	RSBA7_00146	RSBDBR229_03225	RSCFB2957_00144	RSGMI1000_00152	RSK60_01575	RSMOLK2_00157	RSc0150	RSPSI07_03106	RSPSS4_00152	RSR24_00147	RSRUN2340_00170	RSUW551_00201
OG0001669	RSBA7_00147	RSBDBR229_03226	RSCFB2957_00145	RSGMI1000_00153	RSK60_01574	RSMOLK2_00158	RSc0151	RSPSI07_03105	RSPSS4_00153	RSR24_00148	RSRUN2340_00171	RSUW551_00202
OG0005037				RSGMI1000_00155			RSc0152		RSPSS4_00155	RSR24_00149	RSRUN2340_00172	
OG0002770	RSBA7_00148		RSCFB2957_00146	RSGMI1000_00156	RSK60_01573	RSMOLK2_00159	RSc0153	RSPSI07_03100	RSPSS4_00156	RSR24_00150	RSRUN2340_00173	RSUW551_00203
OG0000452	RSBA7_00149	RSBDBR229_00477	RSCFB2957_00147	RSGMI1000_00157	RSK60_01571, RSK60_01572	RSMOLK2_00160	RSc0154	RSPSI07_03099	RSPSS4_00157	RSR24_00151	RSRUN2340_00174	RSUW551_00204
OG0000846	RSBA7_00150	RSBDBR229_00478	RSCFB2957_00148	RSGMI1000_00158	RSK60_01570	RSMOLK2_00161	RSc0155	RSPSI07_03098	RSPSS4_00158	RSR24_00152	RSRUN2340_00175	RSUW551_00205
OG0001734	RSBA7_00151	RSBDBR229_00479	RSCFB2957_00149	RSGMI1000_00159	RSK60_01569	RSMOLK2_00162	RSc0156	RSPSI07_03097	RSPSS4_00159	RSR24_00153	RSRUN2340_00176	RSUW551_00206
OG0001735	RSBA7_00152	RSBDBR229_00480	RSCFB2957_00150	RSGMI1000_00160	RSK60_01568	RSMOLK2_00163	RSc0157	RSPSI07_03096	RSPSS4_00160	RSR24_00154	RSRUN2340_00177	RSUW551_00207
OG0002889	RSBA7_00153	RSBDBR229_00481	RSCFB2957_00151	RSGMI1000_00161	RSK60_01567	RSMOLK2_00164	RSc0158	RSPSI07_03095	RSPSS4_00161	RSR24_00155	RSRUN2340_00178	RSUW551_00208
OG0001662	RSBA7_00154	RSBDBR229_00482	RSCFB2957_00152	RSGMI1000_00162	RSK60_01566	RSMOLK2_00165	RSc0159	RSPSI07_03094	RSPSS4_00162	RSR24_00156	RSRUN2340_00179	RSUW551_00209
OG0002677	RSBA7_00155	RSBDBR229_00483	RSCFB2957_00153	RSGMI1000_00163	RSK60_01565	RSMOLK2_00166	RSc0160	RSPSI07_03093	RSPSS4_00163	RSR24_00157	RSRUN2340_00180	RSUW551_00210
OG0000126	RSBA7_00156, RSBA7_04907	RSBDBR229_00484, RSBDBR229_04001	RSCFB2957_00156, RSCFB2957_04865	RSGMI1000_00164, RSGMI1000_05040	RSK60_01564, RSK60_05030	RSMOLK2_00167, RSMOLK2_04676	RSc0161, RSp1591	RSPSI07_03092, RSPSI07_04776	RSPSS4_00164, RSPSS4_05096	RSR24_00158, RSR24_04862	RSRUN2340_00193	RSUW551_00211, RSUW551_04784
OG0001784	RSBA7_00157	RSBDBR229_00485	RSCFB2957_00157	RSGMI1000_00165	RSK60_01563	RSMOLK2_00168	RSc0162	RSPSI07_03091	RSPSS4_00165	RSR24_00159	RSRUN2340_00194	RSUW551_00212
OG0001783	RSBA7_00158	RSBDBR229_00486	RSCFB2957_00158	RSGMI1000_00166	RSK60_01562	RSMOLK2_00169	RSc0163	RSPSI07_03090	RSPSS4_00166	RSR24_00160	RSRUN2340_00195	RSUW551_00213
OG0001782	RSBA7_00159	RSBDBR229_00487	RSCFB2957_00159	RSGMI1000_00167	RSK60_01561	RSMOLK2_00170	RSc0164	RSPSI07_03089	RSPSS4_00167	RSR24_00161	RSRUN2340_00196	RSUW551_00214
OG0001781	RSBA7_00160	RSBDBR229_00488	RSCFB2957_00160	RSGMI1000_00168	RSK60_01560	RSMOLK2_00171	RSc0165	RSPSI07_03088	RSPSS4_00168	RSR24_00162	RSRUN2340_00197	RSUW551_00215
OG0001780	RSBA7_00161	RSBDBR229_00489	RSCFB2957_00161	RSGMI1000_00169	RSK60_01559	RSMOLK2_00172	RSc0166	RSPSI07_03087	RSPSS4_00169	RSR24_00163	RSRUN2340_00198	RSUW551_00216
OG0003504	RSBA7_00162	RSBDBR229_00490	RSCFB2957_00162	RSGMI1000_00170	RSK60_01558	RSMOLK2_00173	RSc0167		RSPSS4_00170	RSR24_00164	RSRUN2340_00199	RSUW551_00217
OG0003505	RSBA7_00163	RSBDBR229_00491	RSCFB2957_00163	RSGMI1000_00171	RSK60_01557	RSMOLK2_00174	RSc0168		RSPSS4_00171	RSR24_00165	RSRUN2340_00200	RSUW551_00218
OG0003506	RSBA7_00164	RSBDBR229_00492	RSCFB2957_00164	RSGMI1000_00172	RSK60_01556	RSMOLK2_00175	RSc0169		RSPSS4_00172	RSR24_00166	RSRUN2340_00201	RSUW551_00219
OG0004606		RSBDBR229_00493		RSGMI1000_00173			RSc0170		RSPSS4_00173	RSR24_00167	RSRUN2340_00202	
OG0003507	RSBA7_00165	RSBDBR229_00494	RSCFB2957_00166	RSGMI1000_00174	RSK60_01555	RSMOLK2_00176	RSc0171		RSPSS4_00174	RSR24_00168	RSRUN2340_00203	RSUW551_00220
OG0003508	RSBA7_00166	RSBDBR229_00495	RSCFB2957_00167	RSGMI1000_00175	RSK60_01554	RSMOLK2_00177	RSc0172		RSPSS4_00175	RSR24_00169	RSRUN2340_00204	RSUW551_00221
OG0003509	RSBA7_00167	RSBDBR229_00496	RSCFB2957_00168	RSGMI1000_00176	RSK60_01553	RSMOLK2_00178	RSc0173		RSPSS4_00176	RSR24_00170	RSRUN2340_00205	RSUW551_00222
OG0002793		RSBDBR229_00500		RSGMI1000_00177		RSMOLK2_00179	RSc0174	RSPSI07_03086	RSPSS4_00177	RSR24_00172	RSRUN2340_00206	RSUW551_00223
OG0000847	RSBA7_00168	RSBDBR229_00501	RSCFB2957_00169	RSGMI1000_00178	RSK60_01552	RSMOLK2_00180	RSc0175	RSPSI07_03085	RSPSS4_00178	RSR24_00173	RSRUN2340_00207	RSUW551_00224
OG0001736	RSBA7_00169	RSBDBR229_00502	RSCFB2957_00170	RSGMI1000_00179	RSK60_01551	RSMOLK2_00181	RSc0176	RSPSI07_03084	RSPSS4_00179	RSR24_00174	RSRUN2340_00208	RSUW551_00225
OG0000246	RSBA7_00170	RSBDBR229_00503	RSCFB2957_00171	RSGMI1000_00180	RSK60_01550	RSMOLK2_00182	RSc0177	RSPSI07_03083	RSPSS4_00180	RSR24_00175	RSRUN2340_00209	RSUW551_00226
OG0000167	RSBA7_00171	RSBDBR229_00504	RSCFB2957_00172	RSGMI1000_00181	RSK60_01549	RSMOLK2_00183	RSc0178	RSPSI07_03082	RSPSS4_00181	RSR24_00176	RSRUN2340_00210	RSUW551_00227
OG0000153	RSBA7_01718, RSBA7_01760	RSBDBR229_04338	RSCFB2957_01776, RSCFB2957_01816	RSGMI1000_00182, RSGMI1000_01542	RSK60_03279, RSK60_03320	RSMOLK2_03307	RSc0179, RSc1504	RSPSI07_01468	RSPSS4_00184, RSPSS4_01996	RSR24_01315	RSRUN2340_01290, RSRUN2340_02429, RSRUN2340_04375	RSUW551_01083
OG0005243				RSGMI1000_00183			RSc0180		RSPSS4_00185			
OG0006158				RSGMI1000_00184			RSc0181		RSPSS4_00186			
OG0003897	RSBA7_03875		RSCFB2957_04156	RSGMI1000_00185	RSK60_04405		RSc0182		RSPSS4_00187		RSRUN2340_02427, RSRUN2340_04372	
OG0001627	RSBA7_01716, RSBA7_03874	RSBDBR229_04335	RSCFB2957_01774, RSCFB2957_04157	RSGMI1000_00187	RSK60_03322, RSK60_04406		RSc0183	RSPSI07_01471	RSPSS4_00189	RSR24_01318	RSRUN2340_02425, RSRUN2340_04370	
OG0003754	RSBA7_01715, RSBA7_03873		RSCFB2957_01773, RSCFB2957_04158	RSGMI1000_00188	RSK60_04407		RSc0184		RSPSS4_00190		RSRUN2340_02424, RSRUN2340_04369	
OG0001435	RSBA7_03872	RSBDBR229_04332	RSCFB2957_04159	RSGMI1000_00189	RSK60_04408		RSc0185	RSPSI07_01474	RSPSS4_00191	RSR24_01321	RSRUN2340_02423, RSRUN2340_04368	
OG0003694	RSBA7_03871		RSCFB2957_04160	RSGMI1000_00190	RSK60_04409		RSc0186		RSPSS4_00192		RSRUN2340_02422, RSRUN2340_04367	
OG0001289	RSBA7_03870	RSBDBR229_04330	RSCFB2957_04161	RSGMI1000_00191, RSGMI1000_01547	RSK60_04410		RSc0187, RSc1509	RSPSI07_01475	RSPSS4_00193, RSPSS4_01991	RSR24_01322	RSRUN2340_01294, RSRUN2340_02421, RSRUN2340_04366	
OG0000211	RSBA7_01756, RSBA7_03869	RSBDBR229_04329	RSCFB2957_01812, RSCFB2957_04162	RSGMI1000_00192, RSGMI1000_01549	RSK60_03283, RSK60_04411	RSMOLK2_03311	RSc0188, RSc1511	RSPSI07_01476	RSPSS4_00194, RSPSS4_01989	RSR24_01323	RSRUN2340_01295, RSRUN2340_02420, RSRUN2340_04365	RSUW551_01087
OG0003473	RSBA7_03868	RSBDBR229_04327	RSCFB2957_04163	RSGMI1000_00193	RSK60_04412		RSc0189	RSPSI07_01478	RSPSS4_00195	RSR24_01325	RSRUN2340_02419	
OG0002065	RSBA7_01712, RSBA7_03867	RSBDBR229_04326	RSCFB2957_01772, RSCFB2957_04164	RSGMI1000_00194	RSK60_04413		RSc0190	RSPSI07_01479	RSPSS4_00196	RSR24_01326	RSRUN2340_02418	
OG0000903	RSBA7_01711, RSBA7_03866	RSBDBR229_04325	RSCFB2957_01771, RSCFB2957_04165	RSGMI1000_00195	RSK60_04414		RSc0191	RSPSI07_01480	RSPSS4_00197	RSR24_01327	RSRUN2340_02417	
OG0001367	RSBA7_01710, RSBA7_03865	RSBDBR229_04324	RSCFB2957_01770, RSCFB2957_04166	RSGMI1000_00196	RSK60_04415		RSc0192	RSPSI07_01481	RSPSS4_00198	RSR24_01328	RSRUN2340_02416	
OG0005545				RSGMI1000_00197			RSc0193		RSPSS4_00199		RSRUN2340_02415	
OG0004349	RSBA7_03820		RSCFB2957_04203	RSGMI1000_00198	RSK60_04430		RSc0194		RSPSS4_00200		RSRUN2340_02414	
OG0004055	RSBA7_03801		RSCFB2957_04221	RSGMI1000_00199	RSK60_04444		RSc0195		RSPSS4_00201		RSRUN2340_02413	
OG0004160	RSBA7_03799		RSCFB2957_04223	RSGMI1000_00200	RSK60_04446		RSc0196		RSPSS4_00202	RSR24_01665	RSRUN2340_02412	
OG0004161	RSBA7_03800		RSCFB2957_04222	RSGMI1000_00201	RSK60_04445		RSc0197		RSPSS4_00203	RSR24_01664	RSRUN2340_02411	
OG0004554	RSBA7_00666		RSCFB2957_00594	RSGMI1000_00202			RSc0198		RSPSS4_00204		RSRUN2340_02409	
OG0004048	RSBA7_00664		RSCFB2957_00592	RSGMI1000_00203			RSc0199		RSPSS4_00205	RSR24_01672	RSRUN2340_02402	
OG0003472	RSBA7_03864	RSBDBR229_04323	RSCFB2957_04167	RSGMI1000_00204	RSK60_04416		RSc0200	RSPSI07_01482	RSPSS4_00206	RSR24_01329	RSRUN2340_02401	
OG0003474	RSBA7_03863		RSCFB2957_04168	RSGMI1000_00205	RSK60_04417		RSc0201		RSPSS4_00207		RSRUN2340_02400	
OG0004052	RSBA7_03862		RSCFB2957_04169	RSGMI1000_00206	RSK60_04418		RSc0202		RSPSS4_00208		RSRUN2340_02399	
OG0004053	RSBA7_03861		RSCFB2957_04170	RSGMI1000_00207	RSK60_04419		RSc0203		RSPSS4_00209		RSRUN2340_02398	
OG0002064	RSBA7_03860, RSBA7_05002		RSCFB2957_04171	RSGMI1000_00208	RSK60_04420, RSK60_04421	RSMOLK2_01364	RSc0204		RSPSS4_00210		RSRUN2340_02397	RSUW551_04292
OG0000063	RSBA7_04363, RSBA7_04751	RSBDBR229_02074, RSBDBR229_02075, RSBDBR229_02118, RSBDBR229_03543, RSBDBR229_03544	RSCFB2957_00626, RSCFB2957_01469, RSCFB2957_03389, RSCFB2957_04674	RSGMI1000_00209, RSGMI1000_04928	RSK60_00167, RSK60_00168, RSK60_03759, RSK60_04865	RSMOLK2_04494	RSc0205, RSp1471	RSPSI07_03383, RSPSI07_04103, RSPSI07_04104, RSPSI07_04567, RSPSI07_04596	RSPSS4_00211, RSPSS4_01160, RSPSS4_04984		RSRUN2340_02075, RSRUN2340_04181, RSRUN2340_05007	RSUW551_03706
OG0005038				RSGMI1000_00210	RSK60_00171		RSc0206		RSPSS4_00212		RSRUN2340_04360	
OG0003908	RSBA7_03445	RSBDBR229_02073, RSBDBR229_03542	RSCFB2957_03745	RSGMI1000_00211			RSc0207	RSPSI07_04105	RSPSS4_00213			
OG0000041				RSGMI1000_00212, RSGMI1000_01027, RSGMI1000_03258, RSGMI1000_03280, RSGMI1000_03411, RSGMI1000_03604, RSGMI1000_04765, RSGMI1000_04792	RSK60_01996, RSK60_04172		RSc0208, RSc1009, RSc3199, RSc3221, RSc3351, RSp0073, RSp0127, RSp0588, RSp1302, RSp1332	RSPSI07_01424	RSPSS4_00214, RSPSS4_01031, RSPSS4_03356, RSPSS4_03378, RSPSS4_03699, RSPSS4_03748	RSR24_00888, RSR24_03663, RSR24_04518	RSRUN2340_05000, RSRUN2340_05042	RSUW551_03317
OG0006159				RSGMI1000_00213			RSc0209		RSPSS4_00215			
OG0005228				RSGMI1000_00214			RSc0210		RSPSS4_00216			
OG0003741	RSBA7_00173		RSCFB2957_00175	RSGMI1000_00215	RSK60_01527	RSMOLK2_00189	RSc0211		RSPSS4_00217	RSR24_04160	RSRUN2340_00238	RSUW551_00239
OG0006160				RSGMI1000_00216			RSc0212		RSPSS4_00218			
OG0005039				RSGMI1000_00217			RSc0213		RSPSS4_00219			
OG0005442	RSBA7_03183			RSGMI1000_00218			RSc0214		RSPSS4_00220			
OG0004636		RSBDBR229_02513		RSGMI1000_00219			RSc0215	RSPSI07_03618	RSPSS4_00221		RSRUN2340_00240	
OG0003642	RSBA7_04753		RSCFB2957_03387	RSGMI1000_00220	RSK60_03757	RSMOLK2_04496	RSc0216	RSPSI07_03381	RSPSS4_00222	RSR24_03635	RSRUN2340_00242	RSUW551_03704
OG0003641	RSBA7_04752		RSCFB2957_03388	RSGMI1000_00221	RSK60_03758	RSMOLK2_04495	RSc0217	RSPSI07_03382	RSPSS4_00223		RSRUN2340_00243	RSUW551_03705
OG0002890	RSBA7_00176	RSBDBR229_00513	RSCFB2957_00177	RSGMI1000_00223	RSK60_01518	RSMOLK2_00190	RSc0218	RSPSI07_03073	RSPSS4_00225	RSR24_00196	RSRUN2340_00245	RSUW551_00240
OG0000118	RSBA7_00177, RSBA7_03067	RSBDBR229_00184, RSBDBR229_00514	RSCFB2957_00178, RSCFB2957_03144	RSGMI1000_00224, RSGMI1000_03431	RSK60_01517, RSK60_01805	RSMOLK2_00191, RSMOLK2_02536	RSc0219, RSc3370	RSPSI07_00064, RSPSI07_03072	RSPSS4_00226, RSPSS4_03526	RSR24_00197, RSR24_03446	RSRUN2340_00246, RSRUN2340_03478	RSUW551_00241, RSUW551_03171
OG0002891	RSBA7_00178	RSBDBR229_00515	RSCFB2957_00179	RSGMI1000_00225	RSK60_01516	RSMOLK2_00192	RSc0220	RSPSI07_03071	RSPSS4_00227	RSR24_00198	RSRUN2340_00247	RSUW551_00242
OG0002551	RSBA7_00179	RSBDBR229_00516	RSCFB2957_00180	RSGMI1000_00226	RSK60_01515	RSMOLK2_00193	RSc0221	RSPSI07_03070	RSPSS4_00228	RSR24_00199	RSRUN2340_00248	RSUW551_00243
OG0002892	RSBA7_00180	RSBDBR229_00517	RSCFB2957_00181	RSGMI1000_00227	RSK60_01514	RSMOLK2_00194	RSc0222	RSPSI07_03069	RSPSS4_00229	RSR24_00200	RSRUN2340_00249	RSUW551_00244
OG0003742	RSBA7_00181	RSBDBR229_00518	RSCFB2957_00182	RSGMI1000_00228	RSK60_01513	RSMOLK2_00195	RSc0223	RSPSI07_03068	RSPSS4_00230	RSR24_00201		
OG0002526	RSBA7_00182	RSBDBR229_00519	RSCFB2957_00183	RSGMI1000_00229	RSK60_01512	RSMOLK2_00196	RSc0224	RSPSI07_03067	RSPSS4_00231	RSR24_00202	RSRUN2340_00250	RSUW551_00245
OG0002893	RSBA7_00183	RSBDBR229_00520	RSCFB2957_00184	RSGMI1000_00230	RSK60_01511	RSMOLK2_00197	RSc0225	RSPSI07_03066	RSPSS4_00232	RSR24_00203	RSRUN2340_00251	RSUW551_00246
OG0002894	RSBA7_00184	RSBDBR229_00521	RSCFB2957_00185	RSGMI1000_00231	RSK60_01510	RSMOLK2_00198	RSc0226	RSPSI07_03065	RSPSS4_00233	RSR24_00204	RSRUN2340_00252	RSUW551_00247
OG0006161				RSGMI1000_00232			RSc0228		RSPSS4_00234			
OG0002045	RSBA7_00186	RSBDBR229_00522	RSCFB2957_00187	RSGMI1000_00233	RSK60_01508	RSMOLK2_00200	RSc0229	RSPSI07_03064	RSPSS4_00235	RSR24_00205	RSRUN2340_00254	RSUW551_00249
OG0002895	RSBA7_00187	RSBDBR229_00524	RSCFB2957_00188	RSGMI1000_00234	RSK60_01507	RSMOLK2_00202	RSc0230	RSPSI07_03062	RSPSS4_00236	RSR24_00207	RSRUN2340_00256	RSUW551_00251
OG0002896	RSBA7_00188	RSBDBR229_00525	RSCFB2957_00189	RSGMI1000_00235	RSK60_01506	RSMOLK2_00203	RSc0231	RSPSI07_03061	RSPSS4_00237	RSR24_00208	RSRUN2340_00257	RSUW551_00252
OG0005040				RSGMI1000_00236		RSMOLK2_00204	RSc0232		RSPSS4_00238		RSRUN2340_00258	
OG0000173	RSBA7_00189, RSBA7_01388	RSBDBR229_01921	RSCFB2957_00190, RSCFB2957_01397	RSGMI1000_00237, RSGMI1000_01462	RSK60_00241, RSK60_01505	RSMOLK2_00205, RSMOLK2_03765	RSc0233, RSc1428	RSPSI07_01845	RSPSS4_00239, RSPSS4_01512	RSR24_01792	RSRUN2340_00259, RSRUN2340_01718	RSUW551_00253, RSUW551_01429
OG0004092	RSBA7_00190		RSCFB2957_00191	RSGMI1000_00238	RSK60_01504	RSMOLK2_00206	RSc0234		RSPSS4_00240			RSUW551_00254
OG0002651	RSBA7_00191	RSBDBR229_00475	RSCFB2957_00192	RSGMI1000_00239	RSK60_01503	RSMOLK2_00207	RSc0235	RSPSI07_03058	RSPSS4_00241	RSR24_00209	RSRUN2340_00260	RSUW551_00255
