H16_B0626	RSBA7_02199
H16_A2035	RSBA7_01384
H16_A2034	RSBA7_01385
H16_A2069	RSBA7_01349
H16_A2060	RSBA7_01358
H16_A3391	RSBA7_04816
H16_A2062	RSBA7_01356
H16_A2061	RSBA7_01357
H16_A3395	RSBA7_02685
H16_A2064	RSBA7_01354
H16_A3394	RSBA7_02684
H16_A2063	RSBA7_02904
H16_A2066	RSBA7_01352
H16_A3397	RSBA7_02687
H16_A3396	RSBA7_02686
H16_A2065	RSBA7_01353
H16_A3399	RSBA7_02689
H16_A2068	RSBA7_01350
H16_A3398	RSBA7_02688
H16_A2067	RSBA7_01351
H16_A2059	RSBA7_01359
H16_A3389	RSBA7_01314
H16_A2058	RSBA7_01361
H16_A2051	RSBA7_01368
H16_A2050	RSBA7_01369
H16_A2053	RSBA7_01366
H16_A2052	RSBA7_01367
H16_A2055	RSBA7_01364
H16_A2054	RSBA7_01365
H16_A2057	RSBA7_01362
H16_A2056	RSBA7_01363
H16_A2004	RSBA7_03872
H16_A2003	RSBA7_03823
H16_A2006	RSBA7_01718
H16_A2006	RSBA7_01760
H16_A3337	RSBA7_03072
H16_A2005	RSBA7_03861
H16_A2008	RSBA7_01718
H16_A2008	RSBA7_01760
H16_A3339	RSBA7_02599
H16_A3338	RSBA7_02598
H16_A2007	RSBA7_03814
H16_B2289	RSBA7_02067
H16_B2288	RSBA7_02065
H16_B2286	RSBA7_02063
H16_B2285	RSBA7_02198
H16_A3331	RSBA7_02591
H16_A2000	RSBA7_03815
H16_A3330	RSBA7_02590
H16_A3333	RSBA7_02597
H16_A2002	RSBA7_02290
H16_A3332	RSBA7_02592
H16_A3324	RSBA7_02587
H16_A0298	RSBA7_00293
H16_A0299	RSBA7_00292
H16_A3323	RSBA7_02586
H16_A3326	RSBA7_03068
H16_A3325	RSBA7_03067
H16_A3325	RSBA7_00177
H16_A3328	RSBA7_02588
H16_A3327	RSBA7_03069
H16_A3329	RSBA7_02589
H16_B2273	RSBA7_04383
H16_B2271	RSBA7_03411
H16_A0293	RSBA7_00209
H16_A3320	RSBA7_02582
H16_A0295	RSBA7_04514
H16_A3322	RSBA7_02585
H16_A3322	RSBA7_04114
H16_A3321	RSBA7_02584
H16_A3321	RSBA7_04113
H16_A3321	RSBA7_04112
H16_A0297	RSBA7_00294
H16_A0297	RSBA7_03138
H16_A3356	RSBA7_04483
H16_A2028	RSBA7_01391
H16_A3359	RSBA7_01701
H16_A2027	RSBA7_03381
H16_A2029	RSBA7_01390
RALH1_K22718	RSBA7_00442
H16_A2020	RSBA7_01710
H16_A2020	RSBA7_03865
H16_A2022	RSBA7_03863
H16_A2015	RSBA7_03828
H16_A3345	RSBA7_04907
H16_A3345	RSBA7_00156
H16_A2014	RSBA7_03864
H16_A2017	RSBA7_03871
H16_A3347	RSBA7_04604
H16_A2016	RSBA7_03868
H16_A3349	RSBA7_02606
H16_A2018	RSBA7_03821
H16_B2297	RSBA7_03189
H16_B2295	RSBA7_01200
H16_B2295	RSBA7_01795
H16_B2292	RSBA7_01416
H16_B2291	RSBA7_01417
H16_B2290	RSBA7_01418
H16_A3340	RSBA7_02600
H16_A3342	RSBA7_02602
H16_A2010	RSBA7_03809
H16_A3344	RSBA7_02604
H16_A2013	RSBA7_01712
H16_A2013	RSBA7_03867
H16_A3343	RSBA7_02603
H16_A2012	RSBA7_03860
H16_A2012	RSBA7_05002
H16_A0265	RSBA7_04007
H16_A0265	RSBA7_03997
H16_A0267	RSBA7_00350
H16_A0269	RSBA7_04801
H16_B2246	RSBA7_01164
H16_A1590	RSBA7_00366
PHG121	RSBA7_04644
H16_A0260	RSBA7_00168
PHG120	RSBA7_04645
H16_A1591	RSBA7_00822
PHG127	RSBA7_04091
H16_A0261	RSBA7_00169
H16_A0262	RSBA7_00170
PHG126	RSBA7_03675
H16_A1593	RSBA7_03414
H16_A0263	RSBA7_00171
H16_A1585	RSBA7_01782
H16_A1586	RSBA7_01776
H16_A1587	RSBA7_01775
H16_A1588	RSBA7_02279
H16_A0257	RSBA7_00150
H16_A0258	RSBA7_00151
H16_A0259	RSBA7_00152
H16_B2239	RSBA7_00805
H16_B2235	RSBA7_01484
H16_B2234	RSBA7_01485
H16_B2233	RSBA7_01486
H16_B2232	RSBA7_00901
H16_B2232	RSBA7_03080
H16_A1581	RSBA7_03081
H16_A0250	RSBA7_00096
H16_A0251	RSBA7_00095
H16_A1582	RSBA7_03896
H16_A0252	RSBA7_00094
H16_A0253	RSBA7_00093
H16_A1584	RSBA7_01783
H16_A3313	RSBA7_02575
H16_A3312	RSBA7_02574
H16_A3315	RSBA7_02577
H16_A3314	RSBA7_02576
H16_A3317	RSBA7_02579
H16_A3316	RSBA7_02578
H16_A3319	RSBA7_02581
H16_A3318	RSBA7_02580
H16_B2268	RSBA7_03410
H16_B2267	RSBA7_03409
H16_B2266	RSBA7_03408
H16_B2265	RSBA7_03407
H16_B2264	RSBA7_03406
H16_B2263	RSBA7_03405
H16_B2262	RSBA7_03416
H16_B2261	RSBA7_01595
H16_B2260	RSBA7_01110
H16_A0280	RSBA7_00193
PHG144	RSBA7_00915
PHG144	RSBA7_03122
PHG144	RSBA7_04577
PHG144	RSBA7_04202
PHG144	RSBA7_00310
PHG144	RSBA7_02643
PHG144	RSBA7_05061
PHG144	RSBA7_00588
PHG144	RSBA7_00314
PHG144	RSBA7_01414
PHG144	RSBA7_04270
PHG144	RSBA7_04192
H16_A0281	RSBA7_04342
H16_A0282	RSBA7_00194
PHG142	RSBA7_00309
PHG142	RSBA7_00587
PHG142	RSBA7_04191
PHG142	RSBA7_00313
PHG142	RSBA7_05060
H16_A3311	RSBA7_02573
H16_A0286	RSBA7_02217
PHG146	RSBA7_00790
H16_A0277	RSBA7_01653
H16_A0278	RSBA7_00965
H16_A3308	RSBA7_03836
H16_A3308	RSBA7_02076
H16_A3308	RSBA7_00489
H16_A3308	RSBA7_03106
H16_A3307	RSBA7_02572
H16_A3309	RSBA7_03107
H16_B2259	RSBA7_01324
H16_B2259	RSBA7_02954
H16_B2256	RSBA7_03161
H16_B2256	RSBA7_04473
H16_B2256	RSBA7_04731
H16_B2256	RSBA7_04424
H16_B2256	RSBA7_04427
H16_B2254	RSBA7_00806
H16_A0270	RSBA7_02468
PHG153	RSBA7_03704
H16_A0271	RSBA7_03681
H16_A0272	RSBA7_03682
H16_A0273	RSBA7_03683
PHG158	RSBA7_01692
PHG157	RSBA7_03704
H16_A0275	RSBA7_01480
H16_A2884	RSBA7_00745
H16_A1552	RSBA7_00296
H16_A2883	RSBA7_00746
H16_A1553	RSBA7_01518
H16_A0223	RSBA7_00138
H16_A1554	RSBA7_01517
H16_A0224	RSBA7_00137
H16_A2885	RSBA7_00744
H16_A0225	RSBA7_03678
H16_A1556	RSBA7_01516
H16_A0226	RSBA7_00136
H16_A1558	RSBA7_02956
H16_A1558	RSBA7_00024
H16_A0227	RSBA7_00135
H16_B2209	RSBA7_00910
H16_A1559	RSBA7_02132
H16_A0228	RSBA7_00134
H16_A0229	RSBA7_00133
H16_B2205	RSBA7_04277
H16_B2204	RSBA7_02092
H16_B2203	RSBA7_02091
H16_B2202	RSBA7_02090
H16_B2201	RSBA7_02089
H16_B2200	RSBA7_02088
H16_A2880	RSBA7_00747
H16_A0220	RSBA7_00140
H16_A1551	RSBA7_02400
H16_A0210	RSBA7_00036
H16_A0211	RSBA7_00032
H16_A2872	RSBA7_00752
H16_A1543	RSBA7_03146
H16_A1543	RSBA7_02216
H16_A2875	RSBA7_02434
H16_A0212	RSBA7_00031
H16_A2874	RSBA7_00751
H16_A2877	RSBA7_00750
H16_A0215	RSBA7_00871
H16_A2876	RSBA7_04124
H16_A2879	RSBA7_00748
H16_A1548	RSBA7_03494
H16_A2878	RSBA7_00749
H16_A0218	RSBA7_00149
H16_A0219	RSBA7_00148
H16_B0498	RSBA7_00632
H16_B0495	RSBA7_00814
H16_B0494	RSBA7_00992
H16_B0492	RSBA7_02854
H16_A2871	RSBA7_00753
H16_A2870	RSBA7_00755
H16_A0243	RSBA7_00106
H16_A1574	RSBA7_01505
H16_A0244	RSBA7_00102
H16_A0245	RSBA7_00101
H16_A1576	RSBA7_01506
H16_A0246	RSBA7_00100
H16_A1577	RSBA7_03586
H16_A1578	RSBA7_03587
H16_A0247	RSBA7_00099
H16_A0248	RSBA7_04460
H16_A0249	RSBA7_00097
H16_B2229	RSBA7_01681
PHG109	RSBA7_05034
PHG108	RSBA7_05055
PHG106	RSBA7_03704
H16_A1570	RSBA7_01502
PHG105	RSBA7_05055
H16_A1571	RSBA7_01503
H16_A0242	RSBA7_03593
H16_A1573	RSBA7_01504
H16_A0233	RSBA7_00123
H16_A1564	RSBA7_01515
H16_A1565	RSBA7_01513
H16_A0234	RSBA7_00121
H16_A0235	RSBA7_00113
H16_A1566	RSBA7_01512
H16_A0236	RSBA7_00112
H16_A1567	RSBA7_01499
H16_A1568	RSBA7_01500
H16_A0237	RSBA7_00111
H16_A0238	RSBA7_00110
H16_A1569	RSBA7_01501
H16_A0239	RSBA7_00109
H16_B2219	RSBA7_03393
H16_B2218	RSBA7_03395
H16_B2217	RSBA7_03394
H16_B2212	RSBA7_03376
H16_B2212	RSBA7_04663
H16_B2212	RSBA7_04666
PHG119	RSBA7_04971
PHG118	RSBA7_04971
PHG117	RSBA7_04971
PHG110	RSBA7_05033
PHG116	RSBA7_01616
PHG116	RSBA7_03688
PHG115	RSBA7_04088
H16_A0230	RSBA7_00132
H16_A0231	RSBA7_00946
H16_A2840	RSBA7_00771
H16_A1510	RSBA7_01562
H16_A1511	RSBA7_01561
H16_A1514	RSBA7_01544
H16_A1515	RSBA7_01543
H16_A2848	RSBA7_00769
H16_A1516	RSBA7_01542
H16_A1517	RSBA7_01541
H16_A2847	RSBA7_02389
H16_A1518	RSBA7_01540
H16_A2849	RSBA7_00768
H16_A1519	RSBA7_01539
H16_B0462	RSBA7_01551
H16_B0463	RSBA7_01910
H16_A2831	RSBA7_00786
H16_A1500	RSBA7_01566
H16_A2830	RSBA7_00787
H16_A2833	RSBA7_00784
H16_A1501	RSBA7_01565
H16_A1502	RSBA7_01564
H16_A2832	RSBA7_00785
H16_B0459	RSBA7_02560
H16_B0459	RSBA7_01593
H16_A2835	RSBA7_00781
H16_A2834	RSBA7_00782
H16_A1504	RSBA7_01563
H16_A1505	RSBA7_00905
H16_A2836	RSBA7_00780
H16_B1789	RSBA7_04967
H16_A2839	RSBA7_00777
H16_A1508	RSBA7_01986
H16_A2838	RSBA7_00778
H16_A1509	RSBA7_00632
H16_B1785	RSBA7_01586
H16_B0451	RSBA7_00865
H16_B0452	RSBA7_04176
H16_B0452	RSBA7_03940
H16_B1781	RSBA7_02434
H16_A1530	RSBA7_01527
H16_A2862	RSBA7_01488
H16_A1531	RSBA7_01526
H16_A0200	RSBA7_00047
H16_A2861	RSBA7_01487
H16_A1532	RSBA7_01525
H16_A1533	RSBA7_01523
H16_A0202	RSBA7_00045
H16_A2863	RSBA7_01657
H16_A1534	RSBA7_01522
H16_A0203	RSBA7_00044
H16_A0204	RSBA7_00043
H16_A1535	RSBA7_01521
H16_A1536	RSBA7_01520
H16_A1537	RSBA7_01519
H16_A1538	RSBA7_03190
H16_A0207	RSBA7_00041
H16_A0208	RSBA7_00038
H16_A0209	RSBA7_00037
H16_B0485	RSBA7_04106
RALH12112	RSBA7_00219
H16_A1520	RSBA7_01538
H16_A1521	RSBA7_01537
H16_A1522	RSBA7_01536
H16_A2855	RSBA7_00766
H16_A1523	RSBA7_01535
H16_A2854	RSBA7_00767
H16_A1524	RSBA7_01534
H16_A1525	RSBA7_01531
H16_A1525	RSBA7_01532
H16_A2857	RSBA7_00764
H16_A1526	RSBA7_01530
H16_A2856	RSBA7_00765
H16_A1527	RSBA7_01529
H16_A2859	RSBA7_00762
H16_A1528	RSBA7_01528
H16_A2858	RSBA7_00763
H16_B0477	RSBA7_02622
H16_B0472	RSBA7_04355
RALH13459	RSBA7_02525
H16_B0428	RSBA7_05025
H16_B0428	RSBA7_00383
H16_A2800	RSBA7_00823
H16_A2802	RSBA7_00818
H16_B1758	RSBA7_01991
H16_A2804	RSBA7_00816
H16_A2803	RSBA7_00817
H16_A2806	RSBA7_00815
H16_B0421	RSBA7_01430
H16_B1750	RSBA7_04139
PHG180	RSBA7_03161
PHG180	RSBA7_04473
PHG180	RSBA7_04731
PHG180	RSBA7_04424
PHG180	RSBA7_04427
PHG184	RSBA7_03223
H16_B1745	RSBA7_00651
H16_B0411	RSBA7_00123
H16_B0410	RSBA7_02550
RALH12141	RSBA7_03862
H16_A2820	RSBA7_00804
H16_A2822	RSBA7_00802
H16_A2821	RSBA7_00803
H16_B0448	RSBA7_01653
H16_A2826	RSBA7_00791
H16_B1777	RSBA7_02623
H16_A2825	RSBA7_00792
H16_A2828	RSBA7_00789
H16_B1775	RSBA7_04967
H16_A2827	RSBA7_00790
H16_B1773	RSBA7_00481
H16_A2829	RSBA7_00788
PHG186	RSBA7_04003
PHG186	RSBA7_01475
PHG186	RSBA7_04997
PHG186	RSBA7_01863
PHG186	RSBA7_03978
H16_A2811	RSBA7_00814
H16_A2813	RSBA7_00812
H16_B0438	RSBA7_00668
H16_B1766	RSBA7_02029
H16_A2815	RSBA7_00810
H16_A2814	RSBA7_00811
H16_A2817	RSBA7_00808
H16_B1765	RSBA7_03537
H16_A2816	RSBA7_00809
H16_B0431	RSBA7_03575
H16_A2819	RSBA7_00805
H16_A2818	RSBA7_00807
H16_B1763	RSBA7_04851
H16_B1760	RSBA7_03252
PHG199	RSBA7_01644
