ID	Name	Formula_with_ids	Formula_with_Names	EC	Type	Pathways	GPR	Complete_GPR	networks	percentageNetworks
R_2AGPE181tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)	M_2agpe181_p --> M_2agpe181_c	2_Acyl_sn_glycero_3_phosphoethanolamine__n_C18_1_ --> 2_Acyl_sn_glycero_3_phosphoethanolamine__n_C18_1_	null	transport	Transport_carbon_substrate	( RSBA7_01332 ) OR ( RSBDBR229_01862 ) OR ( RSCFB2957_01341 ) OR ( RSGMI1000_01402 ) OR ( RSK60_00297 ) OR ( RSMOLK2_03827 ) OR ( RSPSI07_01905 ) OR ( RSPSS4_01453 ) OR ( RSR24_01850 ) OR ( RSRUN2340_01778 ) OR ( RSUW551_01492 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2AGPG120tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm)	M_2agpg120_p --> M_2agpg120_c	2_Acyl_sn_glycero_3_phosphoglycerol__n_C12_0_ --> 2_Acyl_sn_glycero_3_phosphoglycerol__n_C12_0_	null	transport	Transport_carbon_substrate	( RSBA7_01332 ) OR ( RSBDBR229_01862 ) OR ( RSCFB2957_01341 ) OR ( RSGMI1000_01402 ) OR ( RSK60_00297 ) OR ( RSMOLK2_03827 ) OR ( RSPSI07_01905 ) OR ( RSPSS4_01453 ) OR ( RSR24_01850 ) OR ( RSRUN2340_01778 ) OR ( RSUW551_01492 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2AGPG140tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)	M_2agpg140_p --> M_2agpg140_c	2_Acyl_sn_glycero_3_phosphoglycerol__n_C14_0_ --> 2_Acyl_sn_glycero_3_phosphoglycerol__n_C14_0_	null	transport	Transport_carbon_substrate	( RSBA7_01332 ) OR ( RSBDBR229_01862 ) OR ( RSCFB2957_01341 ) OR ( RSGMI1000_01402 ) OR ( RSK60_00297 ) OR ( RSMOLK2_03827 ) OR ( RSPSI07_01905 ) OR ( RSPSS4_01453 ) OR ( RSR24_01850 ) OR ( RSRUN2340_01778 ) OR ( RSUW551_01492 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2AGPG141tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)	M_2agpg141_p --> M_2agpg141_c	2_Acyl_sn_glycero_3_phosphoglycerol__n_C14_1_ --> 2_Acyl_sn_glycero_3_phosphoglycerol__n_C14_1_	null	transport	Transport_carbon_substrate	( RSBA7_01332 ) OR ( RSBDBR229_01862 ) OR ( RSCFB2957_01341 ) OR ( RSGMI1000_01402 ) OR ( RSK60_00297 ) OR ( RSMOLK2_03827 ) OR ( RSPSI07_01905 ) OR ( RSPSS4_01453 ) OR ( RSR24_01850 ) OR ( RSRUN2340_01778 ) OR ( RSUW551_01492 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2AGPG160tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)	M_2agpg160_p --> M_2agpg160_c	2_Acyl_sn_glycero_3_phosphoglycerol__n_C16_0_ --> 2_Acyl_sn_glycero_3_phosphoglycerol__n_C16_0_	null	transport	Transport_carbon_substrate	( RSBA7_01332 ) OR ( RSBDBR229_01862 ) OR ( RSCFB2957_01341 ) OR ( RSGMI1000_01402 ) OR ( RSK60_00297 ) OR ( RSMOLK2_03827 ) OR ( RSPSI07_01905 ) OR ( RSPSS4_01453 ) OR ( RSR24_01850 ) OR ( RSRUN2340_01778 ) OR ( RSUW551_01492 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2AGPG161tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)	M_2agpg161_p --> M_2agpg161_c	2_Acyl_sn_glycero_3_phosphoglycerol__n_C16_1_ --> 2_Acyl_sn_glycero_3_phosphoglycerol__n_C16_1_	null	transport	Transport_carbon_substrate	( RSBA7_01332 ) OR ( RSBDBR229_01862 ) OR ( RSCFB2957_01341 ) OR ( RSGMI1000_01402 ) OR ( RSK60_00297 ) OR ( RSMOLK2_03827 ) OR ( RSPSI07_01905 ) OR ( RSPSS4_01453 ) OR ( RSR24_01850 ) OR ( RSRUN2340_01778 ) OR ( RSUW551_01492 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2AGPG180tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm)	M_2agpg180_p --> M_2agpg180_c	2_Acyl_sn_glycero_3_phosphoglycerol__n_C18_0_ --> 2_Acyl_sn_glycero_3_phosphoglycerol__n_C18_0_	null	transport	Transport_carbon_substrate	( RSBA7_01332 ) OR ( RSBDBR229_01862 ) OR ( RSCFB2957_01341 ) OR ( RSGMI1000_01402 ) OR ( RSK60_00297 ) OR ( RSMOLK2_03827 ) OR ( RSPSI07_01905 ) OR ( RSPSS4_01453 ) OR ( RSR24_01850 ) OR ( RSRUN2340_01778 ) OR ( RSUW551_01492 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2AGPG181tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)	M_2agpg181_p --> M_2agpg181_c	2_Acyl_sn_glycero_3_phosphoglycerol__n_C18_1_ --> 2_Acyl_sn_glycero_3_phosphoglycerol__n_C18_1_	null	transport	Transport_carbon_substrate	( RSBA7_01332 ) OR ( RSBDBR229_01862 ) OR ( RSCFB2957_01341 ) OR ( RSGMI1000_01402 ) OR ( RSK60_00297 ) OR ( RSMOLK2_03827 ) OR ( RSPSI07_01905 ) OR ( RSPSS4_01453 ) OR ( RSR24_01850 ) OR ( RSRUN2340_01778 ) OR ( RSUW551_01492 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2AMBZC	2_aminobenzoate_CoA_ligase	M_anth_c + M_atp_c + M_coa_c --> M_amp_c + M_anthcoa_c + M_ppi_c	Anthranilate + ATP + Coenzyme_A --> AMP + Anthranilyl_CoA + Diphosphate	null	normal	Benzoate_degradation	( RSBA7_03178 ) OR ( RSBDBR229_03373 ) OR ( RSCFB2957_03274 ) OR ( RSGMI1000_03530 ) OR ( RSK60_03663 ) OR ( RSMOLK2_02751 ) OR ( RSPSI07_03303 ) OR ( RSPSS4_03623 ) OR ( RSR24_03563 ) OR ( RSRUN2340_03587 ) OR ( RSUW551_03443 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2BHPPPH	2,2-bis(4-hydroxyphenyl)-1-propanol hydroxylase	M_22bhpp_c + M_h_c + M_nadh_c + M_o2_c --> M_23bhpp_c + M_h2o_c + M_nad_c	2,2-Bis(4-hydroxyphenyl)-1-propanol + proton_H_ + Nicotinamide_adenine_dinucleotide___reduced + Dioxygen --> 2,3-Bis(4-hydroxyphenyl)-1,2-propanediol + H2O + Nicotinamide_adenine_dinucleotide	null	normal	Bisphenol A degradation	( RSBA7_00814 ) OR ( RSBDBR229_03923 ) OR ( RSCFB2957_00761 ) OR ( RSGMI1000_00788 ) OR ( RSK60_00922 ) OR ( RSMOLK2_00746 ) OR ( RSPSI07_02488 ) OR ( RSPSS4_00789 ) OR ( RSR24_00830 ) OR ( RSRUN2340_00802 ) OR ( RSUW551_02317 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2DHGLCNtex	Ketogluconate transport via diffusion extracellular to periplasm 	M_2dhglcn_e <==> M_2dhglcn_p	2_Dehydro_D_gluconate <==> 2_Dehydro_D_gluconate	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2DOXG6PP	2 deoxyglucose 6 phosphatase	M_2doxg6p_c + M_h2o_c --> M_2dglc_c + M_pi_c	2 Deoxy D glucose 6 phosphate C6H11O8P + H2O --> 2 Deoxy D glucose C6H12O5 + Phosphate	3.1.3.68	normal	Alternate Carbon Metabolism	RSCFB2957_03770	complete_gpr	[RSCFB2957]	9
R_2H3CBZP	2-hydroxy-3-carboxybenzalpyruvate hydratase-aldolase	M_2h3cbzpyr_c + M_h2o_c --> M_fsalac_c + M_pyr_c	2-Hydroxy-3-carboxybenzalpyruvate + H2O --> 3-Formylsalicylic acid + Pyruvate	null	normal	1- and 2-Methylnaphthalene degradation	( RSBA7_01886 ) OR ( RSBA7_01887 ) OR ( RSBDBR229_02223 ) OR ( RSBDBR229_02224 ) OR ( RSCFB2957_01950 ) OR ( RSCFB2957_01951 ) OR ( RSGMI1000_02087 ) OR ( RSGMI1000_02088 ) OR ( RSK60_03136 ) OR ( RSK60_03137 ) OR ( RSPSI07_01323 ) OR ( RSPSI07_01324 ) OR ( RSPSS4_02189 ) OR ( RSPSS4_02190 ) OR ( RSR24_02143 ) OR ( RSR24_02144 ) OR ( RSRUN2340_01169 ) OR ( RSRUN2340_01170 ) OR ( RSUW551_00947 ) OR ( RSUW551_00948 )	complete_gpr	[RSPSS4, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	91
R_2H3MBZP	2-hydroxy-3-methylbenzalpyruvate hydratase-aldolase	M_2h3mbzpyr_c + M_h2o_c --> M_msalcah_c + M_pyr_c	2-Hydroxy-3-methylbenzalpyruvate + H2O --> 3-Methylsalicylaldehyde + Pyruvate	null	normal	1- and 2-Methylnaphthalene degradation	( RSBA7_01886 ) OR ( RSBA7_01887 ) OR ( RSBDBR229_02223 ) OR ( RSBDBR229_02224 ) OR ( RSCFB2957_01950 ) OR ( RSCFB2957_01951 ) OR ( RSGMI1000_02087 ) OR ( RSGMI1000_02088 ) OR ( RSK60_03136 ) OR ( RSK60_03137 ) OR ( RSPSI07_01323 ) OR ( RSPSI07_01324 ) OR ( RSPSS4_02189 ) OR ( RSPSS4_02190 ) OR ( RSR24_02143 ) OR ( RSR24_02144 ) OR ( RSRUN2340_01169 ) OR ( RSRUN2340_01170 ) OR ( RSUW551_00947 ) OR ( RSUW551_00948 )	complete_gpr	[RSPSS4, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	91
R_2H4HMBZP	2-hydroxy-4-hydroxymethylbenzal pyruvate hydratasealdolase	M_2h4hmbnpyr_c + M_h2o_c --> M_4hmscald_c + M_pyr_c	2-Hydroxy-4-hydroxymethylbenzalpyruvate + H2O --> 4-Hydroxymethylsalicylaldehyde + Pyruvate	null	normal	1- and 2-Methylnaphthalene degradation	( RSBA7_01886 ) OR ( RSBA7_01887 ) OR ( RSBDBR229_02223 ) OR ( RSBDBR229_02224 ) OR ( RSCFB2957_01950 ) OR ( RSCFB2957_01951 ) OR ( RSGMI1000_02087 ) OR ( RSGMI1000_02088 ) OR ( RSK60_03136 ) OR ( RSK60_03137 ) OR ( RSPSI07_01323 ) OR ( RSPSI07_01324 ) OR ( RSPSS4_02189 ) OR ( RSPSS4_02190 ) OR ( RSR24_02143 ) OR ( RSR24_02144 ) OR ( RSRUN2340_01169 ) OR ( RSRUN2340_01170 ) OR ( RSUW551_00947 ) OR ( RSUW551_00948 )	complete_gpr	[RSPSS4, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	91
R_2H4OBTCHL	2H4OBTCHL	M_oca_c <==> M_4ob124tc_c + M_h2o_c	4-oxalcitromalate <==> (1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate + H2O	4.2.1.83	normal	Benzoate degradation	( RSBDBR229_02096 ) OR ( RSMOLK2_01787 ) OR ( RSPSI07_04545 ) OR ( RSR24_04648 ) OR ( RSUW551_03290 )	complete_gpr	[RSMOLK2, RSPSI07, RSR24, RSUW551, RSBDBR229]	45
R_2HCHCCOA	2-hydroxycyclohexanecarboxyl-CoA dehydrogenase	M_hcchccoa_c + M_nad_c --> M_2kchccoa_c + M_h_c + M_nadh_c	2-Hydroxycyclohexane-1-carboxyl-CoA + Nicotinamide_adenine_dinucleotide --> 2-Ketocyclohexane-1-carboxyl-CoA + proton_H_ + Nicotinamide_adenine_dinucleotide___reduced	null	normal	Benzoate degradation via CoA ligation	( RSBA7_02110 ) OR ( RSBDBR229_02638 ) OR ( RSCFB2957_02182 ) OR ( RSGMI1000_02805 ) OR ( RSK60_00172 ) OR ( RSPSI07_00716 ) OR ( RSPSS4_02861 ) OR ( RSR24_02753 )	complete_gpr	[RSPSS4, RSPSI07, RSGMI1000, RSR24, RSCFB2957, RSBDBR229, RSBA7, RSK60]	73
R_2HESR	2-hydroxyethyldisulfide reductase	M_dtgcl_c + 2.0 M_gthrd_c --> M_gthox_c + 2.0 M_mercpeth_c	2-hydroxyethyldisulfide + 2.0 Reduced_glutathione --> Oxidized_glutathione + 2.0 Mercaptoethanol	null	normal	Alternate Carbon Metabolism	( RSBA7_01868 ) OR ( RSBDBR229_04505 ) OR ( RSCFB2957_01932 ) OR ( RSGMI1000_02069 ) OR ( RSK60_03155 ) OR ( RSPSI07_01342 ) OR ( RSPSS4_02171 ) OR ( RSR24_02125 ) OR ( RSRUN2340_01188 ) OR ( RSUW551_00967 )	complete_gpr	[RSPSS4, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	91
R_2INSD	2_keto_myo_inositol_dehydratase	M_2ins_c --> M_dkdi_c + M_h2o_c	2_Inosose --> D_2_3_diketo_4_deoxy_epi_inositol + H2O	null	normal	Myo_inositol_degradation	( RSBA7_01215 ) OR ( RSBDBR229_01683 ) OR ( RSCFB2957_01225 ) OR ( RSGMI1000_01269 ) OR ( RSK60_00421 ) OR ( RSMOLK2_03954 ) OR ( RSPSI07_02027 ) OR ( RSPSS4_01320 ) OR ( RSRUN2340_01918 ) OR ( RSUW551_01617 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	91
R_2KCHCCH	2-ketocyclohexanecarb oxyl-CoA hydrolase	M_2kchccoa_c + M_h2o_c --> M_pmcoa_c	2-Ketocyclohexane-1-carboxyl-CoA + H2O --> Pimeloyl-CoA	null	normal	Benzoate degradation via CoA ligation	RSR24_01003	complete_gpr	[RSR24]	9
R_2KMBT	R_2KMBT	M_2kmb_c + M_gln_L_c <==> M_2ogm_c + M_met_L_c	M_2kmb_c + L_Glutamine <==> M_2ogm_c + L_Methionine	null	normal	NA	( RSBA7_01854 ) OR ( RSBDBR229_04494 ) OR ( RSCFB2957_01923 ) OR ( RSGMI1000_02059 ) OR ( RSK60_03164 ) OR ( RSMOLK2_03210 ) OR ( RSPSI07_01354 ) OR ( RSPSS4_02161 ) OR ( RSR24_02113 ) OR ( RSRUN2340_01198 ) OR ( RSUW551_00978 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2MAHMP	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphatase	M_2mahmp_c + M_h2o_c --> M_4ampm_c + M_h_c + M_pi_c	2_Methyl_4_amino_5_hydroxymethylpyrimidine_diphosphate + H2O --> 4_Amino_2_methyl_5_phosphomethylpyrimidine + proton_H_ + Phosphate	null	normal	Thiamin_biosynthesis	( RSBA7_02432 ) OR ( RSBDBR229_02609 ) OR ( RSCFB2957_02534 ) OR ( RSGMI1000_02775 ) OR ( RSK60_02537 ) OR ( RSMOLK2_02060 ) OR ( RSPSI07_00745 ) OR ( RSPSS4_02831 ) OR ( RSR24_02724 ) OR ( RSRUN2340_02824 ) OR ( RSUW551_02554 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2MNAPTH	2-methylnaphthalene hydroxylase	M_2mnapth_c + M_h_c + M_nadh_c + M_o2_c --> M_2napthm_c + M_h2o_c + M_nad_c	2-Methylnaphthalene + proton_H_ + Nicotinamide_adenine_dinucleotide___reduced + Dioxygen --> (2-Naphthyl)methanol + H2O + Nicotinamide_adenine_dinucleotide	null	normal	1- and 2-Methylnaphthalene degradation	( RSBA7_00814 ) OR ( RSBDBR229_03923 ) OR ( RSCFB2957_00761 ) OR ( RSGMI1000_00788 ) OR ( RSK60_00922 ) OR ( RSMOLK2_00746 ) OR ( RSPSI07_02488 ) OR ( RSPSS4_00789 ) OR ( RSR24_00830 ) OR ( RSRUN2340_00802 ) OR ( RSUW551_02317 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2OBUTt2ipp	2_Oxobutanoate_transport_via_proton_symport__reversible__periplasm_	M_2obut_p + M_h_p <==> M_2obut_c + M_h_c	2_Oxobutanoate + proton_H_ <==> 2_Oxobutanoate + proton_H_	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_2OBUTtex	2-oxobutanoate transport via diffusion (extracellular to periplasm)	M_2obut_e <==> M_2obut_p	2_Oxobutanoate <==> 2_Oxobutanoate	null	transport	Transport_carbon_substrate		no_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_34DHDHF	3,4-dihydroxy-3,4-dihydrofluorene dehydrogenase	M_c34dhdhf_c --> M_34dhflu_c + M_h2_c	(+)-(3S,4R)-cis-3,4-Dihydroxy-3,4-dihydrofluorene --> 3,4-Dihydroxyfluorene + H2	null	normal	Fluorene degradation	RSPSS4_01163	complete_gpr	[RSPSS4]	9
R_34DHFD	3,4-dihydroxyfluorene 4,4a-dioxygenase	M_34dhflu_c + M_o2_c --> M_h_c + M_hodhiybe_c	3,4-Dihydroxyfluorene + Dioxygen --> proton_H_ + 2-Hydroxy-4-(1-oxo-1,3-dihydro-2Hinden-2-ylidene)-but-2-enoic acid	null	normal	Fluorene degradation	( RSBA7_04842 ) OR ( RSBDBR229_03453 ) OR ( RSCFB2957_03523 ) OR ( RSGMI1000_03788 ) OR ( RSK60_03877 ) OR ( RSMOLK2_00848 ) OR ( RSPSI07_03522 ) OR ( RSPSS4_04718 ) OR ( RSR24_03752 ) OR ( RSRUN2340_03835 ) OR ( RSUW551_03576 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_34DHOXPEGOX	Alcohol dehydrogenase	M_34dhmald_c + M_h_c + M_nadh_c <==> M_34dhoxpeg_c + M_nad_c	3,4-Dihydroxymandelaldehyde + proton_H_ + Nicotinamide_adenine_dinucleotide___reduced <==> 3,4-Dihydroxyphenylethyleneglycol + Nicotinamide_adenine_dinucleotide	null	normal	Tyrosine metabolism	( RSBA7_02590 ) OR ( RSBDBR229_02779 ) OR ( RSCFB2957_02692 ) OR ( RSGMI1000_02945 ) OR ( RSK60_00824 ) OR ( RSK60_02362 ) OR ( RSMOLK2_02220 ) OR ( RSPSI07_00575 ) OR ( RSPSS4_03001 ) OR ( RSR24_02919 ) OR ( RSRUN2340_02988 ) OR ( RSUW551_02712 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_34HPPOR	4 Hydroxyphenylpyruvateoxygen oxidoreductase	M_34hpp_c + M_o2_c --> M_co2_c + M_hgentis_c	3__4_Hydroxyphenyl_pyruvate + Dioxygen --> Carbon_dioxide_CO2 + Homogentisate	1.13.11.27	normal	Tyrosine_degradation	( RSBA7_02873 ) OR ( RSBA7_03512 ) OR ( RSBA7_04252 ) OR ( RSBDBR229_00682 ) OR ( RSBDBR229_03594 ) OR ( RSBDBR229_03657 ) OR ( RSCFB2957_02917 ) OR ( RSCFB2957_04613 ) OR ( RSCFB2957_04713 ) OR ( RSGMI1000_03167 ) OR ( RSGMI1000_04779 ) OR ( RSGMI1000_04806 ) OR ( RSGMI1000_04857 ) OR ( RSK60_02130 ) OR ( RSMOLK2_01764 ) OR ( RSMOLK2_04527 ) OR ( RSMOLK2_04840 ) OR ( RSPSI07_00348 ) OR ( RSPSI07_01261 ) OR ( RSPSI07_04518 ) OR ( RSPSS4_03267 ) OR ( RSPSS4_03734 ) OR ( RSPSS4_04913 ) OR ( RSR24_00443 ) OR ( RSR24_00456 ) OR ( RSR24_02204 ) OR ( RSR24_03168 ) OR ( RSR24_04623 ) OR ( RSRUN2340_03199 ) OR ( RSRUN2340_04900 ) OR ( RSUW551_02939 ) OR ( RSUW551_03801 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_3A2OA	4_aminobutyrate_aminotransferase	M_akg_c + M_ala_B_c <==> M_glu__L_c + M_msa_c	2_Oxoglutarate + beta_Alanine <==> L_Glutamate + Malonate_semialdehyde	null	normal	B_alanine_degradation	( RSBA7_00034 ) OR ( RSBDBR229_00032 ) OR ( RSCFB2957_00034 ) OR ( RSGMI1000_00031 ) OR ( RSK60_01690 ) OR ( RSMOLK2_00034 ) OR ( RSPSI07_03220 ) OR ( RSPSS4_00031 ) OR ( RSR24_00032 ) OR ( RSRUN2340_00053 ) OR ( RSUW551_00054 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_3AIBT2	beta_alanine__pyruvate_transaminase	M_ala__L_c + M_mmtsa_c <==> M_3aib_c + M_pyr_c	L_Alanine + S__Methylmalonate_semialdehyde <==> L_3_Amino_isobutanoate + Pyruvate	null	normal	Valine_degradation	( RSBA7_03682 ) OR ( RSBDBR229_04613 ) OR ( RSCFB2957_04340 ) OR ( RSGMI1000_04517 ) OR ( RSK60_04565 ) OR ( RSMOLK2_01497 ) OR ( RSPSI07_04246 ) OR ( RSPSS4_03990 ) OR ( RSR24_04360 ) OR ( RSRUN2340_04579 ) OR ( RSUW551_04461 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_3CMUCC	3-carboxy-cis,cismuconate cycloisomerase	M_carccm_c + M_h_c <==> M_gcarmclc_c	3-Carboxy-cis,cis-muconate + proton_H_ <==> gamma-Carboxymuconolactone	null	normal	Benzoate degradation via Hydroxylation	( RSBDBR229_02128 ) OR ( RSPSI07_04129 )	complete_gpr	[RSPSI07, RSBDBR229]	18
R_3HAD100	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0)	M_3hdecACP_c --> M_h2o_c + M_tdec2eACP_c	S__3_Hydroxydecanoyl__acyl_carrier_protein --> H2O + trans_Dec_2_enoyl__acyl_carrier_protein_	2.3.1.86;2.3.1.85;4.2.1.61;4.2.1.60;2.3.1.-;4.2.1.59;4.2.1.58	normal	Fatty_acid_biosynthesis	( RSBA7_01375 ) OR ( RSBDBR229_01908 ) OR ( RSCFB2957_01384 ) OR ( RSGMI1000_01449 ) OR ( RSK60_00254 ) OR ( RSMOLK2_03781 ) OR ( RSPSI07_01858 ) OR ( RSPSS4_01499 ) OR ( RSR24_01805 ) OR ( RSRUN2340_01732 ) OR ( RSUW551_01445 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_3HAD120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	M_3hddecACP_c --> M_h2o_c + M_tddec2eACP_c	R__3_Hydroxydodecanoyl__acyl_carrier_protein_ --> H2O + trans_Dodec_2_enoyl__acyl_carrier_protein_	2.3.1.86;2.3.1.85;4.2.1.61;4.2.1.60;2.3.1.-;4.2.1.59;4.2.1.58	normal	Fatty_acid_biosynthesis	( RSBA7_01375 ) OR ( RSBDBR229_01908 ) OR ( RSCFB2957_01384 ) OR ( RSGMI1000_01449 ) OR ( RSK60_00254 ) OR ( RSMOLK2_03781 ) OR ( RSPSI07_01858 ) OR ( RSPSS4_01499 ) OR ( RSR24_01805 ) OR ( RSRUN2340_01732 ) OR ( RSUW551_01445 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
R_3HAD121	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1)	M_3hcddec5eACP_c --> M_h2o_c + M_t3c5ddeceACP_c	R__3_hydroxy_cis_dodec_5_enoyl__acyl_carrier_protein_ --> H2O + trans_3_cis_5_dodecenoyl__acyl_carrier_protein_	4.2.1.61	normal	Fatty_acid_biosynthesis	( RSBA7_01375 ) OR ( RSBDBR229_01908 ) OR ( RSCFB2957_01384 ) OR ( RSGMI1000_01449 ) OR ( RSK60_00254 ) OR ( RSMOLK2_03781 ) OR ( RSPSI07_01858 ) OR ( RSPSS4_01499 ) OR ( RSR24_01805 ) OR ( RSRUN2340_01732 ) OR ( RSUW551_01445 )	complete_gpr	[RSPSS4, RSMOLK2, RSPSI07, RSGMI1000, RSR24, RSUW551, RSCFB2957, RSBDBR229, RSBA7, RSRUN2340, RSK60]	100
