RSc0338	RSBA7_00338
RSc2495	RSBA7_02255
RSp0291	RSBA7_03326
RSp0296	RSBA7_00867
RSp0296	RSBA7_03097
RSc1169	RSBA7_01126
RSp0294	RSBA7_03328
RSp0295	RSBA7_03329
RSc1168	RSBA7_01125
RSc2499	RSBA7_02259
RSc1170	RSBA7_01127
RSp0299	RSBA7_04857
RSc1174	RSBA7_01132
RSc1173	RSBA7_01131
RSc1172	RSBA7_01130
RSc1171	RSBA7_01128
RSc1156	RSBA7_01113
RSp0281	RSBA7_03310
RSp0282	RSBA7_03317
RSc1155	RSBA7_01112
RSc1154	RSBA7_01111
RSc1153	RSBA7_01110
RSp0285	RSBA7_03320
RSc1159	RSBA7_01116
RSp0286	RSBA7_03321
RSc1158	RSBA7_01115
RSp0283	RSBA7_03318
RSc1157	RSBA7_01114
RSp0284	RSBA7_03319
RSc2490	RSBA7_02250
RSp0289	RSBA7_03324
RSp0287	RSBA7_03322
RSp0288	RSBA7_03323
RSc1163	RSBA7_01120
RSc2494	RSBA7_02254
RSc1162	RSBA7_01119
RSc2493	RSBA7_02253
RSc1161	RSBA7_01118
RSc2492	RSBA7_02252
RSc1160	RSBA7_01117
RSc2491	RSBA7_02251
RSc0734	RSBA7_00787
RSc0735	RSBA7_00788
RSc0732	RSBA7_00785
RSc0733	RSBA7_00786
RSc0738	RSBA7_00791
RSc0739	RSBA7_00792
RSc0736	RSBA7_00789
RSc0737	RSBA7_00790
RSc0730	RSBA7_00783
RSp1561	RSBA7_04883
RSp0230	RSBA7_03241
RSc0731	RSBA7_00784
RSp1562	RSBA7_04884
RSp0231	RSBA7_03242
RSp1560	RSBA7_04882
RSp0234	RSBA7_03252
RSp1565	RSBA7_04887
RSp0235	RSBA7_03253
RSp1566	RSBA7_04888
RSp1563	RSBA7_04885
RSp0232	RSBA7_03243
RSp1564	RSBA7_04886
RSp0233	RSBA7_03251
RSp0238	RSBA7_03256
RSp0239	RSBA7_03257
RSp0236	RSBA7_03254
RSp1567	RSBA7_04889
RSp0237	RSBA7_03255
RSp1568	RSBA7_04890
RSc0723	RSBA7_00776
RSc0724	RSBA7_00777
RSc0722	RSBA7_00775
RSc0727	RSBA7_00780
RSc0728	RSBA7_00781
RSc0725	RSBA7_00778
RSc0726	RSBA7_00779
RSp1550	RSBA7_03359
RSp1551	RSBA7_04868
RSp0220	RSBA7_03231
RSc0720	RSBA7_00774
RSp0223	RSBA7_03234
RSp1554	RSBA7_04876
RSp1555	RSBA7_04877
RSp0224	RSBA7_03235
RSp1552	RSBA7_04874
RSp0221	RSBA7_03232
RSp1553	RSBA7_04875
RSp0222	RSBA7_03233
RSp1558	RSBA7_04880
RSp0227	RSBA7_03238
RSp1559	RSBA7_04881
RSp0228	RSBA7_03239
RSp1556	RSBA7_04878
RSp0225	RSBA7_03236
RSp1557	RSBA7_04879
RSp0226	RSBA7_03237
RSc0729	RSBA7_00782
RSp0229	RSBA7_03240
RSc0712	RSBA7_00766
RSc0713	RSBA7_00767
RSc0710	RSBA7_00764
RSc0711	RSBA7_00765
RSc0716	RSBA7_00770
RSc0717	RSBA7_00771
RSc0714	RSBA7_00768
RSc0715	RSBA7_00769
RSp1580	RSBA7_04901
RSp0252	RSBA7_03269
RSp1583	RSBA7_04905
RSp0253	RSBA7_03270
RSp1581	RSBA7_04902
RSp0250	RSBA7_03267
RSp0251	RSBA7_03268
RSp1582	RSBA7_04904
RSp0256	RSBA7_03273
RSp0257	RSBA7_03274
RSp1585	RSBA7_02249
RSp0254	RSBA7_03271
RSp0255	RSBA7_03272
RSp0258	RSBA7_03275
RSp0259	RSBA7_03276
RSc0718	RSBA7_00772
RSc0719	RSBA7_00773
RSc0701	RSBA7_00753
RSc0702	RSBA7_00754
RSc0700	RSBA7_00752
RSc0705	RSBA7_00758
RSc0706	RSBA7_00759
RSc0703	RSBA7_00755
RSc0704	RSBA7_00757
RSp1572	RSBA7_04893
RSp0241	RSBA7_03259
RSp0242	RSBA7_03261
RSp1573	RSBA7_04894
RSp0240	RSBA7_03258
RSp1571	RSBA7_04892
RSp0245	RSBA7_03262
RSp1576	RSBA7_04897
RSp0246	RSBA7_03263
RSp1577	RSBA7_04898
RSp1574	RSBA7_04895
RSp1575	RSBA7_04896
RSp0249	RSBA7_03266
RSp0247	RSBA7_03264
RSp1578	RSBA7_04899
RSp0248	RSBA7_03265
RSp1579	RSBA7_04900
RSc0709	RSBA7_00763
RSc0707	RSBA7_00760
RSc0708	RSBA7_00762
RSp1521	RSBA7_03379
RSp1522	RSBA7_03378
RSp1520	RSBA7_03380
RSp1525	RSBA7_03375
RSp1526	RSBA7_03374
RSp1523	RSBA7_03377
RSp1524	RSBA7_03376
RSp1524	RSBA7_04663
RSp1524	RSBA7_04666
RSp1529	RSBA7_03370
RSp1527	RSBA7_03373
RSp1528	RSBA7_03372
RSp1510	RSBA7_03392
RSp1511	RSBA7_03390
RSp1514	RSBA7_03387
RSp1515	RSBA7_03385
RSp1512	RSBA7_03389
RSp1513	RSBA7_03388
RSp1518	RSBA7_03382
RSp1519	RSBA7_03381
RSp1516	RSBA7_03384
RSp1517	RSBA7_03383
RSp0210	RSBA7_04822
RSp0216	RSBA7_01719
RSp0217	RSBA7_02084
RSp0217	RSBA7_04818
RSp0217	RSBA7_03230
RSp0217	RSBA7_03893
RSp0217	RSBA7_04786
RSp0217	RSBA7_03124
RSp0217	RSBA7_04785
RSp0217	RSBA7_04678
RSp0217	RSBA7_03720
RSp0217	RSBA7_02081
RSp0217	RSBA7_03834
RSp1548	RSBA7_03361
RSp0214	RSBA7_04820
RSp1545	RSBA7_04283
RSp0215	RSBA7_04819
RSp1546	RSBA7_03362
RSp1549	RSBA7_03360
RSp0218	RSBA7_01719
RSp0201	RSBA7_03605
RSp1530	RSBA7_03369
RSp0200	RSBA7_03606
RSp1536	RSBA7_03442
RSp1536	RSBA7_04227
RSp0206	RSBA7_04629
RSp0206	RSBA7_00559
RSp0206	RSBA7_04815
RSp0206	RSBA7_04903
RSp0206	RSBA7_01938
RSp0206	RSBA7_05040
RSp0206	RSBA7_02161
RSp0206	RSBA7_04494
RSp0206	RSBA7_05074
RSp0206	RSBA7_03162
RSp0206	RSBA7_05031
RSp0206	RSBA7_05048
RSp0206	RSBA7_04421
RSp0206	RSBA7_04420
RSp0206	RSBA7_04961
RSp0206	RSBA7_00201
RSp0206	RSBA7_03228
RSp0206	RSBA7_03315
RSp0206	RSBA7_04813
RSp1534	RSBA7_03444
RSp1534	RSBA7_04225
RSp0203	RSBA7_04824
RSp0204	RSBA7_04330
RSp0204	RSBA7_04025
RSp0204	RSBA7_03203
RSp0204	RSBA7_02977
RSp1535	RSBA7_03443
RSp1535	RSBA7_04226
RSp0209	RSBA7_04823
RSp1539	RSBA7_04232
RSc1428	RSBA7_00189
RSc1428	RSBA7_01388
RSc1427	RSBA7_01387
RSc2757	RSBA7_04940
RSc2757	RSBA7_01211
RSc1426	RSBA7_01386
RSc1425	RSBA7_01385
RSc1429	RSBA7_01389
RSc1420	RSBA7_01380
RSc2750	RSBA7_02458
RSc1424	RSBA7_01384
RSc1423	RSBA7_01383
RSc2753	RSBA7_02110
RSc1422	RSBA7_01382
RSc1421	RSBA7_01381
RSp0510	RSBA7_04335
RSp0510	RSBA7_03758
RSp0513	RSBA7_04332
RSp0514	RSBA7_04331
RSp0511	RSBA7_04334
RSp0512	RSBA7_04333
RSp0518	RSBA7_02980
RSp0518	RSBA7_04326
RSp0518	RSBA7_04327
RSp0515	RSBA7_04330
RSp0515	RSBA7_04025
RSp0515	RSBA7_03203
RSp0515	RSBA7_02977
RSp0519	RSBA7_04325
RSc1417	RSBA7_01377
RSc2748	RSBA7_02456
RSc1416	RSBA7_01376
RSc2747	RSBA7_02455
RSc1415	RSBA7_01375
RSc2746	RSBA7_02454
RSc1414	RSBA7_01374
RSc2745	RSBA7_02453
RSc1419	RSBA7_01379
RSc2749	RSBA7_02457
RSc1418	RSBA7_01378
RSc2740	RSBA7_02448
RSc2744	RSBA7_02452
RSc1413	RSBA7_01373
RSc1412	RSBA7_01372
RSc2743	RSBA7_02451
RSc1411	RSBA7_01371
RSc2742	RSBA7_02450
RSc2741	RSBA7_02449
RSc1410	RSBA7_01370
RSp0503	RSBA7_01407
RSp0503	RSBA7_03661
RSp0503	RSBA7_04625
RSp0503	RSBA7_02106
RSp0503	RSBA7_02108
RSp0503	RSBA7_03603
RSp0506	RSBA7_04339
RSp0507	RSBA7_04338
RSp0504	RSBA7_01408
RSp0504	RSBA7_03660
RSp0504	RSBA7_02105
RSp0504	RSBA7_02107
RSp0504	RSBA7_03604
RSp0504	RSBA7_04626
RSp0505	RSBA7_04340
RSp0508	RSBA7_04337
RSp0509	RSBA7_04336
RSc1406	RSBA7_01366
RSc2737	RSBA7_02445
RSc1405	RSBA7_01365
RSc2736	RSBA7_02444
RSc1404	RSBA7_01364
RSc2735	RSBA7_02443
RSc1403	RSBA7_01363
RSc2734	RSBA7_02442
RSc1409	RSBA7_01369
RSc1408	RSBA7_01368
RSc2739	RSBA7_02447
RSc1407	RSBA7_01367
RSc2738	RSBA7_02446
RSc2733	RSBA7_02441
RSc2733	RSBA7_03856
RSc1402	RSBA7_01362
RSc2732	RSBA7_02440
RSc2732	RSBA7_03855
RSc1401	RSBA7_01361
RSc2731	RSBA7_02439
RSc1400	RSBA7_01360
RSc2730	RSBA7_03854
RSc2730	RSBA7_02438
RSp0531	RSBA7_04312
RSp0532	RSBA7_04311
RSp0530	RSBA7_04313
RSp0535	RSBA7_04204
RSp0536	RSBA7_02284
RSp0536	RSBA7_04207
RSp0533	RSBA7_01472
RSp0539	RSBA7_02915
RSp0539	RSBA7_04211
RSp0538	RSBA7_04210
RSc2726	RSBA7_02434
RSc2725	RSBA7_02433
RSc2724	RSBA7_02432
RSc2723	RSBA7_02431
RSc2729	RSBA7_02437
RSc2728	RSBA7_02436
RSc2727	RSBA7_02435
RSc2722	RSBA7_02430
RSc2721	RSBA7_02429
RSc2720	RSBA7_02428
RSp0520	RSBA7_04324
RSp0521	RSBA7_04323
RSp0524	RSBA7_04320
RSp0525	RSBA7_04318
RSp0522	RSBA7_04322
RSp0523	RSBA7_04321
RSp0528	RSBA7_04315
RSp0529	RSBA7_04314
RSp0526	RSBA7_04317
RSp0527	RSBA7_04316
RSc2715	RSBA7_02423
RSc2714	RSBA7_02422
RSc2713	RSBA7_02421
RSc2712	RSBA7_02420
RSc2719	RSBA7_02427
RSc2718	RSBA7_02426
RSc2717	RSBA7_02425
RSc2716	RSBA7_02424
RSc2711	RSBA7_02419
RSc2710	RSBA7_02418
RSc2703	RSBA7_04278
RSc2701	RSBA7_04276
RSc2708	RSBA7_02415
RSc2707	RSBA7_01407
RSc2707	RSBA7_03661
RSc2707	RSBA7_04625
RSc2707	RSBA7_02106
RSc2707	RSBA7_02108
RSc2707	RSBA7_03603
RSc2706	RSBA7_01408
RSc2706	RSBA7_03660
RSc2706	RSBA7_02105
RSc2706	RSBA7_02107
RSc2706	RSBA7_03604
RSc2706	RSBA7_04626
RSc2700	RSBA7_04274
RSc2700	RSBA7_04275
RSc2709	RSBA7_02416
RSc0998	RSBA7_00972
RSc0999	RSBA7_00973
RSc0996	RSBA7_00970
RSc0997	RSBA7_00971
RSc0990	RSBA7_00966
RSc0991	RSBA7_00967
RSc0994	RSBA7_00968
RSc0995	RSBA7_00969
RSc0987	RSBA7_00963
RSc0988	RSBA7_00964
RSc0985	RSBA7_00961
RSc0986	RSBA7_00962
RSc0989	RSBA7_00965
RSc0980	RSBA7_00955
RSc0983	RSBA7_00959
RSc0984	RSBA7_00960
RSc0981	RSBA7_00956
RSc0982	RSBA7_00958
RSc0176	RSBA7_00169
RSc0177	RSBA7_00170
RSc0175	RSBA7_00168
RSc0178	RSBA7_00171
RSc3201	RSBA7_01955
RSc0179	RSBA7_01718
RSc0179	RSBA7_01760
RSc0183	RSBA7_01716
RSc0183	RSBA7_03874
RSc0184	RSBA7_01715
RSc0184	RSBA7_03873
RSc0182	RSBA7_03875
RSc0165	RSBA7_00160
RSc0166	RSBA7_00161
RSc0163	RSBA7_00158
RSc0164	RSBA7_00159
RSc0169	RSBA7_00164
RSc0167	RSBA7_00162
RSc0168	RSBA7_00163
RSc0172	RSBA7_00166
RSc0173	RSBA7_00167
RSc0171	RSBA7_00165
RSc0154	RSBA7_00149
RSc0155	RSBA7_00150
RSc1483	RSBA7_01469
RSc0153	RSBA7_00148
RSc0158	RSBA7_00153
RSc0159	RSBA7_00154
RSc0156	RSBA7_00151
RSc0157	RSBA7_00152
RSc1493	RSBA7_01407
RSc1493	RSBA7_03661
RSc1493	RSBA7_04625
RSc1493	RSBA7_02106
RSc1493	RSBA7_02108
RSc1493	RSBA7_03603
RSc0161	RSBA7_04907
RSc0161	RSBA7_00156
RSc1492	RSBA7_01408
RSc1492	RSBA7_03660
RSc1492	RSBA7_02105
RSc1492	RSBA7_02107
RSc1492	RSBA7_03604
RSc1492	RSBA7_04626
RSc0162	RSBA7_00157
RSc0160	RSBA7_00155
RSc0149	RSBA7_00145
RSc1475	RSBA7_01450
RSc1474	RSBA7_01449
RSc0141	RSBA7_00139
RSc1473	RSBA7_01447
RSc0142	RSBA7_00140
RSc1472	RSBA7_01446
RSc1479	RSBA7_01464
RSc0147	RSBA7_00143
RSc1478	RSBA7_01463
RSc0148	RSBA7_00144
RSc1477	RSBA7_01462
RSc0145	RSBA7_00141
RSc1476	RSBA7_01453
RSc0146	RSBA7_00142
RSc1482	RSBA7_01468
RSc0150	RSBA7_00146
RSc0151	RSBA7_00147
RSc1481	RSBA7_01466
RSc1480	RSBA7_01915
RSc1480	RSBA7_01465
RSc0138	RSBA7_00136
RSc1469	RSBA7_01443
RSc0139	RSBA7_00137
RSc1464	RSBA7_01438
RSc0132	RSBA7_00130
RSc1463	RSBA7_01437
RSc0133	RSBA7_00131
RSc0130	RSBA7_00128
RSc1462	RSBA7_01436
RSc2793	RSBA7_02489
RSc2792	RSBA7_02488
RSc1461	RSBA7_01435
RSc0131	RSBA7_00129
RSc1468	RSBA7_01442
RSc0136	RSBA7_00134
RSc2799	RSBA7_02493
RSc0137	RSBA7_00135
RSc2798	RSBA7_02492
RSc1467	RSBA7_01441
RSc0134	RSBA7_00132
RSc1466	RSBA7_01440
RSc2797	RSBA7_02491
RSc0135	RSBA7_00133
RSc1465	RSBA7_01439
RSc2796	RSBA7_02490
RSc1471	RSBA7_01445
RSc0140	RSBA7_00138
RSc1470	RSBA7_01444
RSc0129	RSBA7_00127
RSc1459	RSBA7_01433
RSc0127	RSBA7_00126
RSc1458	RSBA7_01432
RSc2789	RSBA7_02485
RSc0121	RSBA7_00121
RSc1453	RSBA7_01428
RSc2784	RSBA7_02480
RSc0122	RSBA7_00947
RSc0122	RSBA7_00122
RSc0122	RSBA7_04499
RSc1452	RSBA7_01427
RSc2783	RSBA7_02479
RSc2782	RSBA7_02478
RSc1451	RSBA7_01426
RSc1450	RSBA7_01425
RSc2781	RSBA7_02477
RSc0120	RSBA7_00120
RSc2788	RSBA7_02484
RSc1457	RSBA7_01431
RSc0125	RSBA7_00124
RSc2787	RSBA7_02483
RSc1456	RSBA7_01430
RSc0126	RSBA7_00125
RSc2786	RSBA7_02482
RSc0123	RSBA7_00123
RSc1455	RSBA7_01429
RSc2785	RSBA7_02481
RSc1460	RSBA7_01434
RSc1460	RSBA7_04855
RSc2791	RSBA7_02487
RSc2790	RSBA7_02486
RSc0118	RSBA7_00118
RSc1449	RSBA7_01424
RSc0119	RSBA7_00119
RSc2779	RSBA7_02475
RSc0116	RSBA7_00116
RSc2778	RSBA7_02474
RSc0117	RSBA7_00117
RSc1447	RSBA7_01423
RSc0110	RSBA7_02084
RSc0110	RSBA7_04818
RSc0110	RSBA7_03230
RSc0110	RSBA7_03893
RSc0110	RSBA7_04786
RSc0110	RSBA7_03124
RSc0110	RSBA7_04785
RSc0110	RSBA7_04678
RSc0110	RSBA7_03720
RSc0110	RSBA7_02081
RSc0110	RSBA7_03834
RSc1442	RSBA7_01418
RSc2773	RSBA7_02469
RSc2772	RSBA7_02468
RSc1441	RSBA7_01417
RSc0111	RSBA7_00111
RSc1440	RSBA7_01416
RSc2770	RSBA7_02467
RSc2777	RSBA7_02473
RSc0114	RSBA7_00114
RSc1446	RSBA7_01422
RSc2776	RSBA7_02472
RSc0115	RSBA7_00115
RSc1445	RSBA7_01421
RSc0112	RSBA7_00112
RSc1444	RSBA7_01420
RSc2775	RSBA7_02471
RSc0113	RSBA7_00113
RSc2774	RSBA7_02470
RSc1443	RSBA7_01419
RSc2780	RSBA7_02476
RSc1439	RSBA7_01408
RSc1439	RSBA7_03660
RSc1439	RSBA7_02105
RSc1439	RSBA7_02107
RSc1439	RSBA7_03604
RSc1439	RSBA7_04626
RSc0107	RSBA7_00108
RSc1438	RSBA7_01407
RSc1438	RSBA7_03661
RSc1438	RSBA7_04625
RSc1438	RSBA7_02106
RSc1438	RSBA7_02108
RSc1438	RSBA7_03603
RSc2769	RSBA7_02466
RSc0108	RSBA7_00109
RSc2768	RSBA7_02465
RSc2767	RSBA7_02464
RSc2767	RSBA7_01963
RSc0109	RSBA7_00110
RSc1431	RSBA7_01391
RSc2762	RSBA7_02459
RSc0100	RSBA7_00106
RSc1430	RSBA7_01390
RSc1435	RSBA7_01696
RSc0103	RSBA7_02084
RSc0103	RSBA7_04818
RSc0103	RSBA7_03230
RSc0103	RSBA7_03893
RSc0103	RSBA7_04786
RSc0103	RSBA7_03124
RSc0103	RSBA7_04785
RSc0103	RSBA7_04678
RSc0103	RSBA7_03720
RSc0103	RSBA7_02081
RSc0103	RSBA7_03834
RSc2766	RSBA7_02463
RSc1434	RSBA7_01692
RSc2765	RSBA7_02462
RSc0104	RSBA7_02411
RSc2764	RSBA7_02461
RSc0101	RSBA7_00107
RSc2763	RSBA7_02460
RSc0102	RSBA7_02411
RSc3287	RSBA7_02964
RSc3288	RSBA7_02967
RSp1045	RSBA7_03695
RSc3289	RSBA7_02968
RSc3294	RSBA7_02974
RSp1048	RSBA7_03692
RSc3295	RSBA7_02975
RSp1049	RSBA7_03691
RSc3296	RSBA7_02976
RSp1046	RSBA7_03694
RSc3297	RSBA7_02989
RSc3297	RSBA7_02984
RSp1047	RSBA7_03693
RSc3290	RSBA7_02969
RSc3291	RSBA7_02970
RSc3292	RSBA7_02971
RSc3293	RSBA7_02973
RSp1030	RSBA7_03731
RSp1033	RSBA7_03704
RSc3276	RSBA7_02951
RSp1034	RSBA7_03703
RSc3277	RSBA7_02952
RSp1031	RSBA7_03730
RSp1032	RSBA7_03705
RSc3283	RSBA7_02957
RSp1037	RSBA7_03700
RSc3284	RSBA7_02961
RSp1038	RSBA7_03699
RSp1035	RSBA7_03702
RSc3285	RSBA7_02962
RSp1036	RSBA7_03701
RSc3286	RSBA7_02963
RSc3280	RSBA7_01324
RSc3280	RSBA7_02954
RSc3281	RSBA7_02955
RSc3282	RSBA7_02956
RSc3282	RSBA7_00024
RSp1062	RSBA7_03675
RSc3269	RSBA7_02943
RSp1063	RSBA7_03667
RSp1060	RSBA7_03678
RSp1061	RSBA7_03676
RSc3265	RSBA7_02939
RSc3266	RSBA7_02940
RSp1067	RSBA7_03657
RSc3267	RSBA7_02941
RSc3268	RSBA7_02942
RSc3272	RSBA7_02946
RSc3273	RSBA7_02947
RSc3274	RSBA7_02949
RSc3275	RSBA7_02950
RSc3270	RSBA7_02944
RSc3271	RSBA7_02945
RSp1051	RSBA7_03689
RSc3258	RSBA7_02932
RSp1052	RSBA7_01616
RSp1052	RSBA7_03688
RSc3259	RSBA7_02933
RSp1050	RSBA7_03690
RSp1055	RSBA7_03683
RSc3254	RSBA7_02928
RSp1056	RSBA7_03682
RSc3255	RSBA7_02929
RSp1053	RSBA7_03131
RSp1053	RSBA7_02245
RSp1053	RSBA7_03687
RSc3256	RSBA7_02930
RSc3257	RSBA7_02931
RSp1054	RSBA7_03684
RSc3261	RSBA7_02935
RSp1059	RSBA7_03679
RSc3262	RSBA7_02936
RSp1057	RSBA7_03681
RSc3263	RSBA7_02937
RSc3264	RSBA7_02938
RSp1058	RSBA7_03680
RSc3260	RSBA7_02934
RSc3247	RSBA7_04396
RSp1000	RSBA7_03775
RSp1001	RSBA7_03774
RSp1004	RSBA7_03771
RSp1005	RSBA7_03770
RSc3251	RSBA7_02924
RSp1002	RSBA7_03773
RSc3252	RSBA7_02925
RSc3253	RSBA7_02927
RSp1003	RSBA7_03772
RSp1008	RSBA7_03767
RSp1009	RSBA7_03766
RSp1006	RSBA7_03769
RSp1007	RSBA7_03768
RSc3233	RSBA7_04453
RSc3234	RSBA7_04454
RSc3235	RSBA7_04455
RSc3229	RSBA7_04451
RSc0198	RSBA7_00666
RSc3226	RSBA7_04449
RSc0199	RSBA7_00664
RSc3227	RSBA7_04450
RSc0196	RSBA7_03799
RSc0197	RSBA7_03800
RSp1022	RSBA7_03751
RSc3222	RSBA7_02980
RSc3222	RSBA7_04326
RSc3222	RSBA7_04327
RSp1023	RSBA7_03750
RSp1023	RSBA7_03930
RSp1020	RSBA7_03755
RSp1021	RSBA7_03753
RSp1026	RSBA7_03735
RSp1027	RSBA7_03734
RSp1024	RSBA7_03748
RSp1025	RSBA7_03747
RSp1028	RSBA7_03733
RSp1029	RSBA7_03732
RSc3218	RSBA7_02978
RSc3219	RSBA7_02979
RSc3214	RSBA7_04214
RSc3214	RSBA7_04405
RSc0187	RSBA7_03870
RSc3215	RSBA7_04213
RSc3215	RSBA7_02853
RSc3215	RSBA7_04404
RSc0188	RSBA7_03869
RSc0188	RSBA7_01756
RSc0185	RSBA7_03872
RSc3217	RSBA7_04330
RSc3217	RSBA7_04025
RSc3217	RSBA7_03203
RSc3217	RSBA7_02977
RSc0186	RSBA7_03871
RSc3210	RSBA7_04441
RSp1011	RSBA7_03764
RSc3211	RSBA7_04441
RSp1012	RSBA7_03763
RSc0189	RSBA7_03868
RSc3213	RSBA7_04443
RSc3213	RSBA7_04238
RSp1010	RSBA7_03765
RSc0190	RSBA7_01712
RSc0190	RSBA7_03867
RSp1015	RSBA7_03760
RSp1016	RSBA7_03759
RSc0191	RSBA7_03866
RSc0191	RSBA7_01711
RSp1013	RSBA7_03762
RSc3220	RSBA7_02980
RSc3220	RSBA7_04326
RSc3220	RSBA7_04327
RSp1014	RSBA7_03761
RSp1019	RSBA7_03756
RSc0194	RSBA7_03820
RSc0195	RSBA7_03801
RSp1017	RSBA7_04335
RSp1017	RSBA7_03758
RSc0192	RSBA7_01710
RSc0192	RSBA7_03865
RSp1018	RSBA7_03757
RSp0592	RSBA7_04194
RSp0595	RSBA7_02109
RSp0583	RSBA7_03452
RSp0553	RSBA7_04304
RSp0554	RSBA7_04303
RSp0551	RSBA7_04354
RSp0552	RSBA7_04305
RSp0557	RSBA7_01407
RSp0557	RSBA7_03661
RSp0557	RSBA7_04625
RSp0557	RSBA7_02106
RSp0557	RSBA7_02108
RSp0557	RSBA7_03603
RSp0558	RSBA7_01408
RSp0558	RSBA7_03660
RSp0558	RSBA7_02105
RSp0558	RSBA7_02107
RSp0558	RSBA7_03604
RSp0558	RSBA7_04626
RSp0555	RSBA7_04302
RSp0556	RSBA7_04301
RSp0540	RSBA7_03456
RSp0547	RSBA7_01713
RSp0547	RSBA7_04071
RSp0547	RSBA7_04261
RSp0547	RSBA7_02083
RSp0547	RSBA7_04020
RSp0547	RSBA7_04188
RSp0547	RSBA7_04584
RSp0547	RSBA7_02680
RSp0547	RSBA7_04860
RSp0547	RSBA7_00583
RSp0547	RSBA7_03334
RSp0547	RSBA7_02566
RSp0547	RSBA7_00301
RSp0547	RSBA7_03458
RSp0547	RSBA7_02921
RSp0547	RSBA7_04307
RSp0547	RSBA7_00738
RSp0547	RSBA7_05066
RSp0547	RSBA7_04571
RSp0547	RSBA7_05069
RSp0547	RSBA7_02077
RSp0547	RSBA7_04256
RSp0547	RSBA7_02111
RSp0547	RSBA7_03441
RSp0547	RSBA7_05029
RSp0547	RSBA7_00331
RSp0547	RSBA7_02113
RSp0547	RSBA7_04015
RSp0547	RSBA7_00334
RSp0547	RSBA7_00336
RSp0547	RSBA7_00216
RSp0547	RSBA7_02629
RSp0547	RSBA7_05011
RSp0547	RSBA7_04043
RSp0547	RSBA7_05096
RSp0547	RSBA7_04240
RSp0547	RSBA7_05014
RSp0547	RSBA7_05058
RSp0547	RSBA7_00087
RSp0547	RSBA7_01693
RSp0547	RSBA7_03793
RSp0547	RSBA7_00682
RSp0547	RSBA7_04246
RSp0547	RSBA7_00563
RSp0547	RSBA7_04249
RSp0547	RSBA7_00202
RSp0547	RSBA7_00565
RSp0547	RSBA7_03118
RSp0547	RSBA7_03832
RSp0547	RSBA7_04206
RSp0547	RSBA7_04803
RSp0547	RSBA7_03826
RSp0547	RSBA7_00913
RSp0547	RSBA7_03629
RSp0547	RSBA7_05050
RSp0547	RSBA7_04272
RSp0547	RSBA7_04393
RSp0547	RSBA7_05043
RSp0547	RSBA7_04474
RSp0547	RSBA7_00592
RSp0547	RSBA7_04597
RSp0547	RSBA7_03664
RSp0547	RSBA7_04037
RSp0547	RSBA7_00673
RSp0547	RSBA7_01400
RSp0547	RSBA7_04633
RSp0547	RSBA7_02414
RSp0547	RSBA7_01403
RSp0547	RSBA7_04638
RSp0548	RSBA7_01714
RSp0548	RSBA7_04070
RSp0548	RSBA7_02082
RSp0548	RSBA7_04260
RSp0548	RSBA7_05030
RSp0548	RSBA7_04583
RSp0548	RSBA7_04861
RSp0548	RSBA7_04189
RSp0548	RSBA7_00584
RSp0548	RSBA7_03333
RSp0548	RSBA7_03457
RSp0548	RSBA7_05038
RSp0548	RSBA7_02920
RSp0548	RSBA7_04306
RSp0548	RSBA7_00302
RSp0548	RSBA7_02567
RSp0548	RSBA7_00217
RSp0548	RSBA7_00737
RSp0548	RSBA7_05065
RSp0548	RSBA7_04570
RSp0548	RSBA7_03440
RSp0548	RSBA7_04014
RSp0548	RSBA7_02078
RSp0548	RSBA7_04255
RSp0548	RSBA7_05068
RSp0548	RSBA7_00330
RSp0548	RSBA7_02112
RSp0548	RSBA7_02114
RSp0548	RSBA7_04018
RSp0548	RSBA7_00335
RSp0548	RSBA7_00337
RSp0548	RSBA7_02679
RSp0548	RSBA7_02628
RSp0548	RSBA7_05098
RSp0548	RSBA7_04042
RSp0548	RSBA7_05097
RSp0548	RSBA7_03792
RSp0548	RSBA7_00086
RSp0548	RSBA7_04245
RSp0548	RSBA7_05012
RSp0548	RSBA7_00681
RSp0548	RSBA7_05013
RSp0548	RSBA7_05057
RSp0548	RSBA7_01694
RSp0548	RSBA7_03630
RSp0548	RSBA7_03831
RSp0548	RSBA7_04205
RSp0548	RSBA7_00564
RSp0548	RSBA7_04248
RSp0548	RSBA7_00203
RSp0548	RSBA7_00566
RSp0548	RSBA7_03117
RSp0548	RSBA7_04802
RSp0548	RSBA7_03825
RSp0548	RSBA7_04639
RSp0548	RSBA7_00912
RSp0548	RSBA7_05051
RSp0548	RSBA7_05044
RSp0548	RSBA7_04273
RSp0548	RSBA7_04394
RSp0548	RSBA7_00591
RSp0548	RSBA7_04475
RSp0548	RSBA7_04038
RSp0548	RSBA7_04632
RSp0548	RSBA7_00672
RSp0548	RSBA7_03663
RSp0548	RSBA7_04598
RSp0548	RSBA7_01401
RSp0548	RSBA7_02413
RSp0548	RSBA7_04239
RSp0548	RSBA7_01404
RSp0571	RSBA7_04447
RSp0572	RSBA7_04446
RSp0570	RSBA7_04447
RSp0579	RSBA7_04441
RSp0578	RSBA7_04442
RSc3298	RSBA7_02990
RSc3299	RSBA7_02991
RSp0563	RSBA7_03781
RSp0568	RSBA7_04449
RSp0566	RSBA7_01692
RSp0567	RSBA7_01696
