RSc0338	RSK60_01405
RSp1057	RSK60_04566
RSc3263	RSK60_01922
RSc3264	RSK60_01921
RSp1058	RSK60_04567
RSc3260	RSK60_01925
RSc3247	RSK60_00813
RSc3247	RSK60_01935
RSc3247	RSK60_00812
RSc3247	RSK60_01976
RSc3247	RSK60_04074
RSc3248	RSK60_01934
RSc3248	RSK60_01975
RSp1000	RSK60_04470
RSp1001	RSK60_04471
RSc3246	RSK60_01977
RSc3246	RSK60_01936
RSp1004	RSK60_04474
RSp1005	RSK60_04476
RSp1002	RSK60_04472
RSc3253	RSK60_01932
RSp1003	RSK60_04473
RSp1008	RSK60_04479
RSp1009	RSK60_04480
RSp1006	RSK60_04477
RSp1007	RSK60_04478
RSc3237	RSK60_01983
RSc3238	RSK60_01982
RSc3238	RSK60_01937
RSc3239	RSK60_01981
RSc3233	RSK60_01986
RSc3234	RSK60_01985
RSc3235	RSK60_01984
RSc3240	RSK60_01980
RSc3229	RSK60_01989
RSc3225	RSK60_01993
RSc3226	RSK60_01992
RSc3227	RSK60_01991
RSc0196	RSK60_04446
RSc0197	RSK60_04445
RSc3228	RSK60_01990
RSc3221	RSK60_01996
RSc3221	RSK60_04172
RSp1022	RSK60_04495
RSc3222	RSK60_01459
RSc3222	RSK60_01885
RSc3222	RSK60_04028
RSc3222	RSK60_00861
RSc3222	RSK60_03438
RSc3222	RSK60_00085
RSp1023	RSK60_04497
RSp1023	RSK60_04355
RSp1020	RSK60_04492
RSp1021	RSK60_04494
RSc3224	RSK60_01994
RSp1026	RSK60_04512
RSp1027	RSK60_04513
RSp1024	RSK60_04499
RSc3230	RSK60_01988
RSp1025	RSK60_04500
RSc3231	RSK60_01987
RSp1028	RSK60_04514
RSp1029	RSK60_04515
RSc3218	RSK60_01887
RSc3218	RSK60_01461
RSc3218	RSK60_00859
RSc3218	RSK60_00858
RSc3219	RSK60_01886
RSc3219	RSK60_00860
RSc3219	RSK60_01460
RSc3214	RSK60_01968
RSc3214	RSK60_02044
RSc3214	RSK60_00853
RSc0187	RSK60_04410
RSc3215	RSK60_01967
RSc3215	RSK60_05066
RSc3215	RSK60_00854
RSc3215	RSK60_02045
RSc3215	RSK60_02149
RSc0188	RSK60_04411
RSc0188	RSK60_03283
RSc0185	RSK60_04408
RSc3216	RSK60_00855
RSc3216	RSK60_01463
RSc3217	RSK60_00082
RSc3217	RSK60_00856
RSc3217	RSK60_01888
RSc3217	RSK60_04025
RSc3217	RSK60_04259
RSc3217	RSK60_03689
RSc3217	RSK60_01462
RSc3217	RSK60_03858
RSc0186	RSK60_04409
RSc3210	RSK60_02004
RSp1011	RSK60_04483
RSc3211	RSK60_02004
RSp1012	RSK60_04484
RSc0189	RSK60_04412
RSc3213	RSK60_02001
RSc3213	RSK60_01970
RSp1010	RSK60_04481
RSc0190	RSK60_04413
RSp1015	RSK60_04487
RSp1016	RSK60_04488
RSc0191	RSK60_04414
RSp1013	RSK60_04485
RSc3220	RSK60_01459
RSc3220	RSK60_01885
RSc3220	RSK60_04028
RSc3220	RSK60_00861
RSc3220	RSK60_03438
RSc3220	RSK60_00085
RSp1014	RSK60_04486
RSp1019	RSK60_04491
RSc0194	RSK60_04430
RSc0195	RSK60_04444
RSp1017	RSK60_04489
RSp1017	RSK60_04020
RSc0192	RSK60_04415
RSp1018	RSK60_04490
RSp0592	RSK60_02053
RSp0598	RSK60_04083
RSp0599	RSK60_04085
RSp0583	RSK60_04080
RSp0584	RSK60_02195
RSp0584	RSK60_04251
RSp0584	RSK60_04250
RSp0588	RSK60_01996
RSp0588	RSK60_04172
RSp0550	RSK60_02049
RSp0550	RSK60_02051
RSp0551	RSK60_04001
RSp0557	RSK60_04082
RSp0558	RSK60_03257
RSp0558	RSK60_03260
RSp0540	RSK60_02047
RSp0548	RSK60_05089
RSp0548	RSK60_03271
RSp0575	RSK60_01969
RSp0579	RSK60_02004
RSp0578	RSK60_02002
RSp0578	RSK60_02003
RSc3298	RSK60_01880
RSc3299	RSK60_01879
RSp0563	RSK60_04461
RSp0568	RSK60_01992
RSp0569	RSK60_02069
RSp0567	RSK60_00633
RSc1307	RSK60_00358
RSc2638	RSK60_02621
RSc1306	RSK60_00359
RSc2637	RSK60_02622
RSc1305	RSK60_00361
RSc2636	RSK60_02623
RSc1304	RSK60_00362
RSc2635	RSK60_02624
RSc1309	RSK60_00356
RSc2639	RSK60_02620
RSc1308	RSK60_00357
RSc2630	RSK60_02629
RSc2634	RSK60_02625
RSc1303	RSK60_00363
RSc2633	RSK60_02626
RSc1302	RSK60_00364
RSc2632	RSK60_02627
RSc1301	RSK60_00365
RSc2631	RSK60_02628
RSc2627	RSK60_02632
RSc2626	RSK60_02633
RSc2625	RSK60_02634
RSc2624	RSK60_02635
RSc2629	RSK60_02630
RSc2628	RSK60_02631
RSc2623	RSK60_02636
RSc2621	RSK60_00892
RSc2621	RSK60_00891
RSp0410	RSK60_03966
RSp0411	RSK60_03967
RSp0414	RSK60_03971
RSp0415	RSK60_03972
RSp0412	RSK60_03969
RSp0413	RSK60_03970
RSp0418	RSK60_03975
RSp0419	RSK60_03976
RSp0416	RSK60_03973
RSp0417	RSK60_03974
RSp0400	RSK60_04970
RSp0400	RSK60_03960
RSp0400	RSK60_03957
RSp0403	RSK60_03962
RSp0402	RSK60_03961
RSp0408	RSK60_04427
RSp0409	RSK60_03965
RSc0899	RSK60_00806
RSc0897	RSK60_00808
RSc0898	RSK60_00807
RSc0891	RSK60_00813
RSc0891	RSK60_01935
RSc0891	RSK60_00812
RSc0891	RSK60_01976
RSc0891	RSK60_04074
RSc0892	RSK60_00811
RSc0890	RSK60_00814
RSc0896	RSK60_00809
RSc0888	RSK60_02049
RSc0888	RSK60_02051
RSc0889	RSK60_02052
RSc0886	RSK60_02046
RSc0887	RSK60_02047
RSc0880	RSK60_02040
RSc0881	RSK60_02041
RSc0884	RSK60_01968
RSc0884	RSK60_02044
RSc0884	RSK60_00853
RSc0885	RSK60_01967
RSc0885	RSK60_05066
RSc0885	RSK60_00854
RSc0885	RSK60_02045
RSc0885	RSK60_02149
RSc0882	RSK60_02042
RSc0883	RSK60_02043
RSc0877	RSK60_02036
RSc0878	RSK60_02037
RSc0875	RSK60_02034
RSc0876	RSK60_02035
RSc0879	RSK60_02038
RSc0873	RSK60_02032
RSc0874	RSK60_02033
RSc0871	RSK60_02030
RSc0872	RSK60_02031
RSc0866	RSK60_02021
RSc0867	RSK60_02022
RSc0867	RSK60_03894
RSc0867	RSK60_04621
RSc0867	RSK60_03649
RSc0864	RSK60_02019
RSc0865	RSK60_02020
RSc0868	RSK60_02023
RSc0868	RSK60_02026
RSc0862	RSK60_02014
RSc0863	RSK60_02018
RSc0860	RSK60_02012
RSc0861	RSK60_02013
RSc0055	RSK60_01664
RSc0056	RSK60_01663
RSc1386	RSK60_00177
RSc0053	RSK60_01666
RSc1385	RSK60_00283
RSc0054	RSK60_01665
RSc1384	RSK60_00284
RSc0059	RSK60_01660
RSc0057	RSK60_01662
RSc1389	RSK60_00281
RSc1388	RSK60_00282
RSc0058	RSK60_01661
RSc1390	RSK60_00280
RSc0062	RSK60_01657
RSc1394	RSK60_00276
RSc1393	RSK60_00277
RSc0063	RSK60_01656
RSc0060	RSK60_01659
RSc1392	RSK60_00278
RSc0061	RSK60_01658
RSc1391	RSK60_00279
RSc1376	RSK60_00292
RSc0044	RSK60_01675
RSc0045	RSK60_01674
RSc1375	RSK60_00293
RSc0042	RSK60_01677
RSc0043	RSK60_01676
RSc1373	RSK60_00294
RSc0048	RSK60_01671
RSc1379	RSK60_00503
RSc1379	RSK60_00289
RSc0049	RSK60_01670
RSc1378	RSK60_00290
RSc0046	RSK60_01673
RSc0047	RSK60_01672
RSc1377	RSK60_00291
RSc1383	RSK60_00285
RSc0051	RSK60_01668
RSc1382	RSK60_00286
RSc0052	RSK60_01667
RSc1381	RSK60_00287
RSc1380	RSK60_00288
RSc0050	RSK60_01669
RSc0039	RSK60_01680
RSc2696	RSK60_04981
RSc2696	RSK60_02568
RSc2696	RSK60_02569
RSc0033	RSK60_01686
RSc2695	RSK60_04981
RSc2695	RSK60_02568
RSc2695	RSK60_02569
RSc1364	RSK60_00302
RSc0034	RSK60_01685
RSc1363	RSK60_00303
RSc0031	RSK60_01688
RSc2694	RSK60_02567
RSc0032	RSK60_01687
RSc1362	RSK60_00304
RSc2693	RSK60_02566
RSc1369	RSK60_00298
RSc0037	RSK60_01682
RSc1368	RSK60_00299
RSc0038	RSK60_01681
RSc2699	RSK60_03264
RSc2698	RSK60_03263
RSc2698	RSK60_04888
RSc1367	RSK60_00300
RSc0035	RSK60_01684
RSc0036	RSK60_01683
RSc1366	RSK60_00301
RSc2697	RSK60_03262
RSc0040	RSK60_01679
RSc1372	RSK60_00295
RSc1371	RSK60_00296
RSc0041	RSK60_01678
RSc1370	RSK60_00297
RSc0028	RSK60_00977
RSc0028	RSK60_04518
RSc0028	RSK60_01691
RSc0028	RSK60_05040
RSc0029	RSK60_01690
RSc1359	RSK60_00306
RSc1354	RSK60_00313
RSc0022	RSK60_01697
RSc2685	RSK60_02574
RSc2684	RSK60_02575
RSc1353	RSK60_00314
RSc0023	RSK60_01696
RSc0020	RSK60_01700
RSc2683	RSK60_02576
RSc2682	RSK60_02577
RSc0021	RSK60_01698
RSc1358	RSK60_00307
RSc0026	RSK60_01693
RSc0027	RSK60_01692
RSc1357	RSK60_00309
RSc2688	RSK60_02571
RSc2687	RSK60_02572
RSc0024	RSK60_01695
RSc1356	RSK60_00310
RSc2686	RSK60_02573
RSc1355	RSK60_00312
RSc0025	RSK60_01694
RSc2692	RSK60_02565
RSc1360	RSK60_00305
RSc1360	RSK60_01904
RSc0030	RSK60_01689
RSc2691	RSK60_02564
RSc2690	RSK60_02570
RSc0019	RSK60_01701
RSc0017	RSK60_01703
RSc1349	RSK60_00315
RSc2679	RSK60_02580
RSc1348	RSK60_00316
RSc0018	RSK60_01702
RSc0011	RSK60_04321
RSc0011	RSK60_01709
RSc2674	RSK60_02585
RSc1343	RSK60_00321
RSc0012	RSK60_01708
RSc2673	RSK60_02586
RSc1342	RSK60_00322
RSc1341	RSK60_00323
RSc2672	RSK60_02587
RSc0010	RSK60_04320
RSc0010	RSK60_01710
RSc1340	RSK60_00324
RSc2671	RSK60_02588
RSc1347	RSK60_00317
RSc0015	RSK60_01705
RSc2678	RSK60_02581
RSc1346	RSK60_00318
RSc0016	RSK60_01704
RSc2677	RSK60_02582
RSc1345	RSK60_00319
RSc2676	RSK60_02583
RSc0013	RSK60_01707
RSc2675	RSK60_02584
RSc1344	RSK60_00320
RSc0014	RSK60_01706
RSc2681	RSK60_02578
RSc2680	RSK60_02579
RSc0008	RSK60_01712
RSc1339	RSK60_00325
RSc0009	RSK60_01711
RSc2669	RSK60_02590
RSc1338	RSK60_00326
RSc0006	RSK60_01716
RSc1337	RSK60_00328
RSc2668	RSK60_02591
RSc0007	RSK60_01715
RSc1332	RSK60_00333
RSc2663	RSK60_02596
RSc1331	RSK60_00334
RSc0001	RSK60_01723
RSc2662	RSK60_02597
RSc1330	RSK60_00335
RSc2661	RSK60_02598
RSc2660	RSK60_00943
RSc2660	RSK60_02600
RSc1336	RSK60_00329
RSc2667	RSK60_02592
RSc0004	RSK60_01720
RSc0005	RSK60_01719
RSc1335	RSK60_00330
RSc2666	RSK60_02593
RSc1334	RSK60_00331
RSc0002	RSK60_01722
RSc2665	RSK60_02594
RSc1333	RSK60_00332
RSc0003	RSK60_01721
RSc2664	RSK60_02595
RSc2670	RSK60_02589
RSc1329	RSK60_00336
RSc2659	RSK60_02601
RSc1328	RSK60_00337
RSc1327	RSK60_00338
RSc2658	RSK60_02602
RSc1326	RSK60_00339
RSc2657	RSK60_02603
RSc1321	RSK60_00344
RSc2652	RSK60_02608
RSc2651	RSK60_02609
RSc1320	RSK60_00345
RSc2650	RSK60_02610
RSc2656	RSK60_02604
RSc1325	RSK60_00340
RSc1324	RSK60_00341
RSc2655	RSK60_02605
RSc1323	RSK60_00342
RSc2654	RSK60_02606
RSc1322	RSK60_00343
RSc2653	RSK60_02607
RSc2649	RSK60_02611
RSc1318	RSK60_00347
RSc1317	RSK60_00348
RSc2648	RSK60_02612
RSc2647	RSK60_02613
RSc1316	RSK60_00349
RSc2646	RSK60_02614
RSc1315	RSK60_00350
RSc1319	RSK60_00346
RSc1310	RSK60_00355
RSc2641	RSK60_02619
RSc1314	RSK60_00351
RSc2645	RSK60_02615
RSc2644	RSK60_02616
RSc1313	RSK60_00352
RSc2643	RSK60_02617
RSc1312	RSK60_00353
RSc1311	RSK60_00354
RSc2642	RSK60_02618
RSc3166	RSK60_02056
RSc3166	RSK60_03742
RSc3167	RSK60_02055
RSc3173	RSK60_01974
RSc3170	RSK60_01977
RSc3170	RSK60_01936
RSc3171	RSK60_00813
RSc3171	RSK60_01935
RSc3171	RSK60_00812
RSc3171	RSK60_01976
RSc3171	RSK60_04074
RSc3172	RSK60_01934
RSc3172	RSK60_01975
RSc3159	RSK60_02063
RSc3155	RSK60_02068
RSc3156	RSK60_04886
RSc3157	RSK60_02065
RSc3158	RSK60_02064
RSc3162	RSK60_02060
RSc3163	RSK60_02059
RSc3164	RSK60_02058
RSc3165	RSK60_02057
RSc3160	RSK60_02062
RSc3161	RSK60_02061
RSc3148	RSK60_02085
RSc3149	RSK60_02084
RSc3144	RSK60_02088
RSc3145	RSK60_02195
RSc3145	RSK60_04251
RSc3145	RSK60_04250
RSc3146	RSK60_02087
RSc3147	RSK60_02086
RSc3147	RSK60_05064
RSc3151	RSK60_02080
RSc3150	RSK60_02082
RSc3137	RSK60_02093
RSc3138	RSK60_02092
RSc3139	RSK60_02091
RSc3133	RSK60_02099
RSc3134	RSK60_02098
RSc3135	RSK60_02097
RSc3136	RSK60_02094
RSc3142	RSK60_02090
RSc3143	RSK60_02089
RSc3126	RSK60_02106
RSc0099	RSK60_01621
RSc3127	RSK60_02105
RSc3128	RSK60_02104
RSc0097	RSK60_01623
RSc0098	RSK60_01622
RSc3129	RSK60_02103
RSc3122	RSK60_02110
RSc3123	RSK60_02195
RSc3123	RSK60_04251
RSc3123	RSK60_04250
RSc3125	RSK60_02107
RSc3130	RSK60_02102
RSc3131	RSK60_02101
RSc3132	RSK60_02100
RSc3119	RSK60_02111
RSc3115	RSK60_02117
RSc0088	RSK60_01630
RSc0089	RSK60_01629
RSc3116	RSK60_02115
RSc3117	RSK60_02113
RSc3117	RSK60_02114
RSc0086	RSK60_01632
RSc3118	RSK60_02113
RSc3118	RSK60_02114
RSc0087	RSK60_01631
RSc3111	RSK60_02122
RSc3112	RSK60_02121
RSc3113	RSK60_02120
RSc3114	RSK60_02118
RSc0091	RSK60_01626
RSc0092	RSK60_01625
RSc0090	RSK60_01627
RSc0093	RSK60_01624
RSc3108	RSK60_02125
RSc3109	RSK60_02124
RSc3104	RSK60_02129
RSc0077	RSK60_01642
RSc3105	RSK60_02128
RSc0078	RSK60_01641
RSc3106	RSK60_01946
RSc3106	RSK60_03729
RSc3106	RSK60_02127
RSc3106	RSK60_02897
RSc3106	RSK60_01296
RSc0075	RSK60_01644
RSc3107	RSK60_02126
RSc0076	RSK60_01643
RSc3100	RSK60_02133
RSc3101	RSK60_02132
RSc3101	RSK60_04089
RSc3102	RSK60_02131
RSc0079	RSK60_01639
RSc3103	RSK60_02130
RSc0080	RSK60_01638
RSc0081	RSK60_01637
RSc3110	RSK60_02123
RSc0084	RSK60_01634
RSc0085	RSK60_01633
RSc0082	RSK60_01636
RSc0083	RSK60_01635
RSc1398	RSK60_00271
RSc0066	RSK60_01653
RSc1397	RSK60_00272
RSc0067	RSK60_01652
RSc0064	RSK60_01655
RSc1396	RSK60_00274
RSc1395	RSK60_00275
RSc0065	RSK60_01654
RSc0068	RSK60_01651
RSc1399	RSK60_00270
RSc0069	RSK60_01650
RSc0070	RSK60_01649
RSc0073	RSK60_01646
RSc0074	RSK60_01645
RSc0071	RSK60_01648
RSc0072	RSK60_01647
RSc0976	RSK60_00740
RSc0977	RSK60_02917
RSc0977	RSK60_00739
RSc0974	RSK60_00744
RSc0975	RSK60_00743
RSc0978	RSK60_00738
RSc0979	RSK60_00737
RSc0972	RSK60_00746
RSp0472	RSK60_01950
RSp0472	RSK60_01300
RSc0973	RSK60_00745
RSc0973	RSK60_01601
RSc0973	RSK60_04648
RSp0473	RSK60_01951
RSp0473	RSK60_01301
RSc0970	RSK60_00748
RSp0470	RSK60_01298
RSp0470	RSK60_01948
RSc0971	RSK60_00747
RSp0471	RSK60_01299
RSp0471	RSK60_01949
RSp0476	RSK60_01953
RSp0476	RSK60_01303
RSp0477	RSK60_01319
RSp0477	RSK60_01954
RSp0477	RSK60_01998
RSp0477	RSK60_01304
RSp0477	RSK60_01534
RSp0477	RSK60_01941
RSp0477	RSK60_05074
RSp0477	RSK60_05085
RSp0477	RSK60_05084
RSp0477	RSK60_04273
RSp0477	RSK60_03384
RSp0477	RSK60_04267
RSp0477	RSK60_01959
RSp0477	RSK60_01309
RSp0474	RSK60_01952
RSp0474	RSK60_01302
RSp0475	RSK60_01291
RSp0475	RSK60_02054
RSp0475	RSK60_02463
RSp0475	RSK60_00841
RSp0475	RSK60_01155
RSp0475	RSK60_03338
RSp0475	RSK60_04184
RSc0965	RSK60_03853
RSc0966	RSK60_03852
RSc0966	RSK60_00077
RSc0963	RSK60_00080
RSc0963	RSK60_03856
RSc0964	RSK60_00078
RSc0964	RSK60_03854
RSc0969	RSK60_00748
RSc0967	RSK60_03851
RSc0967	RSK60_02743
RSc0967	RSK60_00076
RSc0968	RSK60_03850
RSc0968	RSK60_00750
RSc0968	RSK60_00074
RSc0968	RSK60_00073
RSc0961	RSK60_00082
RSc0961	RSK60_00856
RSc0961	RSK60_01888
RSc0961	RSK60_04025
RSc0961	RSK60_04259
RSc0961	RSK60_03689
RSc0961	RSK60_01462
RSc0961	RSK60_03858
RSp0462	RSK60_01292
RSp0462	RSK60_01942
RSc0962	RSK60_02739
RSc0962	RSK60_00081
RSc0962	RSK60_03857
RSp0460	RSK60_00633
RSc0960	RSK60_03860
RSc0960	RSK60_03686
RSc0960	RSK60_04534
RSc0960	RSK60_03687
RSp0463	RSK60_01943
RSp0463	RSK60_01293
RSp0464	RSK60_01944
RSp0464	RSK60_01294
RSp0469	RSK60_01297
RSp0469	RSK60_01947
RSp0467	RSK60_01945
RSp0467	RSK60_01295
RSp0468	RSK60_01946
RSp0468	RSK60_03729
RSp0468	RSK60_02127
RSp0468	RSK60_02897
RSp0468	RSK60_01296
RSc0952	RSK60_00753
RSc0953	RSK60_00752
RSc0958	RSK60_05058
RSc0958	RSK60_03683
RSc0958	RSK60_03862
RSc0958	RSK60_03863
RSc0959	RSK60_03685
RSc0959	RSK60_03861
RSp0490	RSK60_04009
RSp0491	RSK60_04010
RSc0950	RSK60_00755
RSp0494	RSK60_04013
RSc0951	RSK60_00754
RSp0492	RSK60_04011
RSp0493	RSK60_04012
RSc0943	RSK60_00762
RSc0944	RSK60_00761
RSc0941	RSK60_00764
RSc0942	RSK60_00763
RSc0947	RSK60_00758
RSc0948	RSK60_00757
RSc0945	RSK60_00760
RSc0946	RSK60_00759
RSp0480	RSK60_03992
RSp0483	RSK60_03995
RSc0940	RSK60_00765
RSp0484	RSK60_03996
RSp0481	RSK60_03993
RSp0482	RSK60_03994
RSp0487	RSK60_04002
RSp0488	RSK60_04003
RSp0485	RSK60_03997
RSp0486	RSK60_03998
RSp0489	RSK60_04004
RSc0949	RSK60_00756
RSc0932	RSK60_00773
RSc0933	RSK60_00772
RSc0931	RSK60_00774
RSc0936	RSK60_00769
RSc0937	RSK60_00768
RSc0934	RSK60_00771
RSc0935	RSK60_00770
RSp0432	RSK60_03815
RSp0433	RSK60_03817
RSp0431	RSK60_03814
RSp0436	RSK60_03020
RSp0437	RSK60_03019
RSc0938	RSK60_00767
RSp0438	RSK60_03018
RSc0939	RSK60_00766
RSc0921	RSK60_00783
RSc0922	RSK60_00782
RSc0922	RSK60_01790
RSc0920	RSK60_00784
RSc0925	RSK60_00779
RSc0926	RSK60_00778
RSc0923	RSK60_00781
RSc0924	RSK60_00780
RSc3199	RSK60_01996
RSc3199	RSK60_04172
RSp0421	RSK60_03978
RSp0422	RSK60_03979
RSp0420	RSK60_03977
RSp0425	RSK60_03982
RSp0426	RSK60_03983
RSp0423	RSK60_03980
RSp0424	RSK60_03981
RSc0929	RSK60_00775
RSc0927	RSK60_00777
RSp0427	RSK60_03984
RSc0928	RSK60_00776
RSc0910	RSK60_00795
RSc0911	RSK60_00793
RSc0914	RSK60_00790
RSc0915	RSK60_00789
RSc0912	RSK60_00792
RSc0913	RSK60_00791
RSp0450	RSK60_03388
RSp0450	RSK60_04465
RSc3188	RSK60_04053
RSp0451	RSK60_03377
RSp0451	RSK60_02894
RSp0451	RSK60_02324
RSp0451	RSK60_04071
RSp0451	RSK60_04072
RSp0451	RSK60_01738
RSp0454	RSK60_01319
RSp0454	RSK60_01954
RSp0454	RSK60_01998
RSp0454	RSK60_01304
RSp0454	RSK60_01534
RSp0454	RSK60_01941
RSp0454	RSK60_05074
RSp0454	RSK60_05085
RSp0454	RSK60_05084
RSp0454	RSK60_04273
RSp0454	RSK60_03384
RSp0454	RSK60_04267
RSp0454	RSK60_01959
RSp0454	RSK60_01309
RSc3195	RSK60_02041
RSc3196	RSK60_02040
RSp0452	RSK60_01737
RSp0452	RSK60_03376
RSp0452	RSK60_04069
RSp0452	RSK60_02323
RSp0452	RSK60_04070
RSp0453	RSK60_03388
RSp0453	RSK60_04465
RSc3198	RSK60_02038
RSp0458	RSK60_01536
RSp0458	RSK60_03386
RSp0458	RSK60_04265
RSp0458	RSK60_01997
RSp0458	RSK60_01940
RSp0458	RSK60_01310
RSp0458	RSK60_05073
RSc3191	RSK60_01968
RSc3191	RSK60_02044
RSc3191	RSK60_00853
RSp0459	RSK60_01536
RSp0459	RSK60_03386
RSp0459	RSK60_04265
RSp0459	RSK60_01997
RSp0459	RSK60_01940
RSp0459	RSK60_01310
RSp0459	RSK60_05073
RSc3192	RSK60_02043
RSc3194	RSK60_02042
RSp0457	RSK60_01320
RSc0918	RSK60_00786
RSc0919	RSK60_00785
RSc0916	RSK60_00788
RSc3190	RSK60_01967
RSc3190	RSK60_05066
RSc3190	RSK60_00854
RSc3190	RSK60_02045
RSc3190	RSK60_02149
RSc0917	RSK60_00787
RSc0900	RSK60_00805
RSc0903	RSK60_00802
RSc0904	RSK60_00801
RSc0901	RSK60_00804
RSc0902	RSK60_00803
RSp0440	RSK60_04874
RSc3179	RSK60_04067
RSp0443	RSK60_04871
RSp0444	RSK60_00866
RSp0441	RSK60_04873
RSp0442	RSK60_04872
RSc3181	RSK60_04066
RSc3181	RSK60_02699
RSp0448	RSK60_05086
RSc3182	RSK60_04065
RSc3182	RSK60_02698
RSc3183	RSK60_02697
RSc3183	RSK60_04064
RSc0907	RSK60_00798
RSc0908	RSK60_00797
RSp0449	RSK60_01319
RSp0449	RSK60_01954
RSp0449	RSK60_01998
RSp0449	RSK60_01304
RSp0449	RSK60_01534
RSp0449	RSK60_01941
RSp0449	RSK60_05074
RSp0449	RSK60_05085
RSp0449	RSK60_05084
RSp0449	RSK60_04273
RSp0449	RSK60_03384
RSp0449	RSK60_04267
RSp0449	RSK60_01959
RSp0449	RSK60_01309
RSc0905	RSK60_00800
RSc0906	RSK60_00799
RSc0909	RSK60_00796
