RSc0338	RSRUN2340_00371
RSc1965	RSRUN2340_01244
RSc0633	RSRUN2340_01101
RSc1964	RSRUN2340_01245
RSc0634	RSRUN2340_01100
RSc0639	RSRUN2340_00669
RSc0637	RSRUN2340_01340
RSc0637	RSRUN2340_05186
RSc0637	RSRUN2340_00192
RSc0637	RSRUN2340_03705
RSc1969	RSRUN2340_01240
RSc1968	RSRUN2340_01241
RSc1963	RSRUN2340_01246
RSc0632	RSRUN2340_03714
RSc0632	RSRUN2340_04675
RSc1962	RSRUN2340_01247
RSc1961	RSRUN2340_01248
RSc1960	RSRUN2340_01249
RSc1956	RSRUN2340_01254
RSc1955	RSRUN2340_01255
RSc0625	RSRUN2340_03270
RSc1954	RSRUN2340_01256
RSc1953	RSRUN2340_01257
RSc1959	RSRUN2340_01250
RSc0626	RSRUN2340_03846
RSc1958	RSRUN2340_01251
RSc0627	RSRUN2340_03847
RSc1957	RSRUN2340_01253
RSc1952	RSRUN2340_01258
RSc1951	RSRUN2340_01259
RSc1950	RSRUN2340_01924
RSc1145	RSRUN2340_02021
RSc1144	RSRUN2340_02022
RSc1143	RSRUN2340_02023
RSc1142	RSRUN2340_02024
RSc1149	RSRUN2340_02017
RSc1148	RSRUN2340_02018
RSc1147	RSRUN2340_02019
RSc1146	RSRUN2340_02020
RSc1152	RSRUN2340_02014
RSc2483	RSRUN2340_02598
RSc1151	RSRUN2340_02015
RSc2482	RSRUN2340_02597
RSc1150	RSRUN2340_02016
RSc1139	RSRUN2340_02027
RSc2465	RSRUN2340_02583
RSc1134	RSRUN2340_02032
RSc2464	RSRUN2340_02582
RSc1133	RSRUN2340_02033
RSc2463	RSRUN2340_02581
RSc1132	RSRUN2340_02034
RSc1131	RSRUN2340_02035
RSc2462	RSRUN2340_02580
RSc1138	RSRUN2340_02028
RSc2469	RSRUN2340_02587
RSc2469	RSRUN2340_04863
RSc1137	RSRUN2340_02029
RSc2468	RSRUN2340_02586
RSc1136	RSRUN2340_02030
RSc2467	RSRUN2340_02585
RSc2466	RSRUN2340_03549
RSc2466	RSRUN2340_04576
RSc2466	RSRUN2340_02584
RSc1135	RSRUN2340_02031
RSc1141	RSRUN2340_02025
RSc1140	RSRUN2340_02026
RSc2471	RSRUN2340_02592
RSc2470	RSRUN2340_04866
RSc2470	RSRUN2340_02588
RSc1129	RSRUN2340_02037
RSc2459	RSRUN2340_02577
RSc1128	RSRUN2340_02038
RSc2454	RSRUN2340_02572
RSc1123	RSRUN2340_02043
RSc1122	RSRUN2340_02044
RSc2453	RSRUN2340_02571
RSc1121	RSRUN2340_02045
RSc2452	RSRUN2340_02570
RSc1120	RSRUN2340_02046
RSc2451	RSRUN2340_02569
RSc1127	RSRUN2340_02039
RSc2458	RSRUN2340_02576
RSc2457	RSRUN2340_02575
RSc1126	RSRUN2340_02040
RSc1125	RSRUN2340_02041
RSc2456	RSRUN2340_02574
RSc2455	RSRUN2340_02573
RSc1124	RSRUN2340_02042
RSc2461	RSRUN2340_02579
RSc1130	RSRUN2340_02036
RSc2460	RSRUN2340_02578
RSc1119	RSRUN2340_02047
RSc1118	RSRUN2340_02048
RSc2449	RSRUN2340_02567
RSc2448	RSRUN2340_02566
RSc1117	RSRUN2340_02049
RSc2443	RSRUN2340_02561
RSc1112	RSRUN2340_02107
RSc2442	RSRUN2340_02560
RSc1111	RSRUN2340_02108
RSc1110	RSRUN2340_02109
RSc2441	RSRUN2340_02559
RSc2440	RSRUN2340_02558
RSc2447	RSRUN2340_02565
RSc1116	RSRUN2340_02050
RSc1115	RSRUN2340_02051
RSc2446	RSRUN2340_02564
RSc1114	RSRUN2340_04252
RSc1114	RSRUN2340_02052
RSc2445	RSRUN2340_02563
RSc2444	RSRUN2340_02562
RSc1113	RSRUN2340_02106
RSc2450	RSRUN2340_02568
RSc2439	RSRUN2340_02557
RSc2438	RSRUN2340_02556
RSc2437	RSRUN2340_02555
RSc2437	RSRUN2340_03565
RSc1106	RSRUN2340_02112
RSc1106	RSRUN2340_01283
RSc2432	RSRUN2340_02550
RSc1101	RSRUN2340_02117
RSc1100	RSRUN2340_03403
RSc1100	RSRUN2340_02118
RSc2431	RSRUN2340_02549
RSc2430	RSRUN2340_02548
RSc2436	RSRUN2340_02554
RSc1105	RSRUN2340_02113
RSc2435	RSRUN2340_02553
RSc1104	RSRUN2340_02114
RSc2434	RSRUN2340_02552
RSc1103	RSRUN2340_02115
RSc2433	RSRUN2340_02551
RSc1102	RSRUN2340_02116
RSc2429	RSRUN2340_02546
RSc2428	RSRUN2340_02545
RSc2427	RSRUN2340_02544
RSc2426	RSRUN2340_02543
RSc2421	RSRUN2340_02538
RSc2420	RSRUN2340_02537
RSc2425	RSRUN2340_02542
RSc2424	RSRUN2340_02541
RSc2423	RSRUN2340_02540
RSc2422	RSRUN2340_02539
RSc2418	RSRUN2340_02535
RSc2417	RSRUN2340_02534
RSc2416	RSRUN2340_02533
RSc2415	RSRUN2340_02532
RSc2419	RSRUN2340_02536
RSc2410	RSRUN2340_02527
RSc2414	RSRUN2340_02531
RSc2413	RSRUN2340_02530
RSc2412	RSRUN2340_02529
RSc2411	RSRUN2340_02528
RSc2406	RSRUN2340_03981
RSc2405	RSRUN2340_01001
RSc2405	RSRUN2340_03982
RSc2404	RSRUN2340_02526
RSc2403	RSRUN2340_02525
RSc2402	RSRUN2340_02524
RSc2401	RSRUN2340_02523
RSc2400	RSRUN2340_02522
RSc1199	RSRUN2340_01960
RSc1198	RSRUN2340_01961
RSc1197	RSRUN2340_01962
RSc1189	RSRUN2340_01969
RSc1188	RSRUN2340_01970
RSc1187	RSRUN2340_01971
RSc1186	RSRUN2340_01972
RSp0274	RSRUN2340_03804
RSp0275	RSRUN2340_03805
RSp0273	RSRUN2340_03799
RSc1192	RSRUN2340_01966
RSp0278	RSRUN2340_03808
RSc1191	RSRUN2340_01967
RSp0279	RSRUN2340_03809
RSp0276	RSRUN2340_03806
RSc1190	RSRUN2340_01968
RSp0277	RSRUN2340_03807
RSc1196	RSRUN2340_01963
RSc1195	RSRUN2340_01964
RSc1194	RSRUN2340_01965
RSc1178	RSRUN2340_01986
RSp1591	RSRUN2340_00193
RSc1177	RSRUN2340_01987
RSp0260	RSRUN2340_03794
RSc1176	RSRUN2340_01769
RSc1176	RSRUN2340_01988
RSc1175	RSRUN2340_01989
RSp1594	RSRUN2340_05109
RSp1595	RSRUN2340_05110
RSp0261	RSRUN2340_03795
RSc1179	RSRUN2340_01985
RSp0262	RSRUN2340_03796
RSc1181	RSRUN2340_01977
RSp1598	RSRUN2340_05113
RSc1180	RSRUN2340_01978
RSp1599	RSRUN2340_05114
RSp0265	RSRUN2340_03798
RSp1596	RSRUN2340_05111
RSp1597	RSRUN2340_05112
RSc1185	RSRUN2340_01973
RSc1185	RSRUN2340_03863
RSc1184	RSRUN2340_01974
RSc1183	RSRUN2340_01975
RSc1182	RSRUN2340_01976
RSc1167	RSRUN2340_01998
RSp0292	RSRUN2340_03821
RSp0292	RSRUN2340_05046
RSc2498	RSRUN2340_02615
RSc2497	RSRUN2340_02614
RSc1166	RSRUN2340_01999
RSc1165	RSRUN2340_02001
RSc1165	RSRUN2340_02000
RSc2496	RSRUN2340_02613
RSp0290	RSRUN2340_03819
RSc1164	RSRUN2340_02001
RSc1164	RSRUN2340_02000
RSc2495	RSRUN2340_02612
RSp0291	RSRUN2340_03820
RSp0296	RSRUN2340_03824
RSp0296	RSRUN2340_03514
RSc1169	RSRUN2340_01996
RSp0294	RSRUN2340_03822
RSp0295	RSRUN2340_03823
RSp0295	RSRUN2340_04163
RSc1168	RSRUN2340_01997
RSc2499	RSRUN2340_02616
RSc1170	RSRUN2340_01995
RSp0299	RSRUN2340_03826
RSc1174	RSRUN2340_01990
RSc1173	RSRUN2340_01991
RSc1172	RSRUN2340_01992
RSc1171	RSRUN2340_01994
RSc1156	RSRUN2340_02010
RSp0281	RSRUN2340_03810
RSp0282	RSRUN2340_03811
RSc1155	RSRUN2340_02011
RSc2486	RSRUN2340_02603
RSc1154	RSRUN2340_02012
RSc1153	RSRUN2340_02013
RSp0285	RSRUN2340_03814
RSc1159	RSRUN2340_02006
RSp0286	RSRUN2340_03815
RSc1158	RSRUN2340_02007
RSp0283	RSRUN2340_03812
RSc2489	RSRUN2340_02606
RSc1157	RSRUN2340_02009
RSp0284	RSRUN2340_03813
RSc2490	RSRUN2340_02607
RSp0289	RSRUN2340_03818
RSp0287	RSRUN2340_03816
RSp0288	RSRUN2340_03817
RSc1163	RSRUN2340_02002
RSc2494	RSRUN2340_02611
RSc1162	RSRUN2340_02003
RSc2493	RSRUN2340_02610
RSc1161	RSRUN2340_02004
RSc2492	RSRUN2340_02609
RSc1160	RSRUN2340_02005
RSc2491	RSRUN2340_02608
RSc0734	RSRUN2340_00772
RSc0735	RSRUN2340_00773
RSc0732	RSRUN2340_00770
RSc0733	RSRUN2340_00771
RSc0738	RSRUN2340_00776
RSc0739	RSRUN2340_00777
RSc0736	RSRUN2340_00774
RSc0737	RSRUN2340_00775
RSc0730	RSRUN2340_00768
RSp1561	RSRUN2340_05088
RSp0230	RSRUN2340_03762
RSc0731	RSRUN2340_00769
RSp1562	RSRUN2340_05089
RSp0231	RSRUN2340_03763
RSp1560	RSRUN2340_05087
RSp0234	RSRUN2340_03768
RSp1565	RSRUN2340_05092
RSp0235	RSRUN2340_03769
RSp1566	RSRUN2340_05093
RSp1563	RSRUN2340_05090
RSp0232	RSRUN2340_03765
RSp1564	RSRUN2340_05091
RSp0233	RSRUN2340_03767
RSp0238	RSRUN2340_03772
RSp0239	RSRUN2340_03773
RSp0236	RSRUN2340_03770
RSp1567	RSRUN2340_05094
RSp0237	RSRUN2340_03771
RSp1568	RSRUN2340_05095
RSc0723	RSRUN2340_00761
RSc0724	RSRUN2340_00762
RSc0721	RSRUN2340_00759
RSc0722	RSRUN2340_00760
RSc0727	RSRUN2340_00765
RSc0728	RSRUN2340_00766
RSc0725	RSRUN2340_00763
RSc0726	RSRUN2340_00764
RSp1550	RSRUN2340_05077
RSp1551	RSRUN2340_05078
RSp0220	RSRUN2340_03749
RSc0720	RSRUN2340_00758
RSp0223	RSRUN2340_03752
RSp1554	RSRUN2340_05081
RSp1555	RSRUN2340_05082
RSp1555	RSRUN2340_04335
RSp0224	RSRUN2340_03756
RSp1552	RSRUN2340_05079
RSp0221	RSRUN2340_03750
RSp1553	RSRUN2340_05080
RSp0222	RSRUN2340_03751
RSp1558	RSRUN2340_05085
RSp0227	RSRUN2340_03759
RSp1559	RSRUN2340_05086
RSp0228	RSRUN2340_03760
RSp1556	RSRUN2340_05083
RSp0225	RSRUN2340_03757
RSp1557	RSRUN2340_05084
RSp0226	RSRUN2340_03758
RSc0729	RSRUN2340_00767
RSp0229	RSRUN2340_03761
RSc0712	RSRUN2340_00750
RSc0713	RSRUN2340_00751
RSc0710	RSRUN2340_00748
RSc0711	RSRUN2340_00749
RSc0716	RSRUN2340_00754
RSc0717	RSRUN2340_00755
RSc0714	RSRUN2340_00752
RSc0715	RSRUN2340_00753
RSp1580	RSRUN2340_05105
RSp0252	RSRUN2340_03786
RSp1583	RSRUN2340_05108
RSp0253	RSRUN2340_03787
RSp1581	RSRUN2340_05106
RSp0250	RSRUN2340_03784
RSp0251	RSRUN2340_03785
RSp1582	RSRUN2340_05107
RSp1587	RSRUN2340_00297
RSp1587	RSRUN2340_02069
RSp1587	RSRUN2340_04587
RSp1587	RSRUN2340_02605
RSp0256	RSRUN2340_03790
RSp1588	RSRUN2340_00297
RSp1588	RSRUN2340_02069
RSp1588	RSRUN2340_04587
RSp1588	RSRUN2340_02605
RSp0257	RSRUN2340_03791
RSp1585	RSRUN2340_04866
RSp1585	RSRUN2340_02588
RSp0254	RSRUN2340_03788
RSp0255	RSRUN2340_03789
RSp0258	RSRUN2340_03792
RSp1589	RSRUN2340_04860
RSp0259	RSRUN2340_03793
RSc0718	RSRUN2340_00756
RSc0719	RSRUN2340_00757
RSc0701	RSRUN2340_00726
RSc0702	RSRUN2340_00727
RSc0700	RSRUN2340_00725
RSc0705	RSRUN2340_00743
RSc0706	RSRUN2340_00744
RSc0703	RSRUN2340_00728
RSp1572	RSRUN2340_05097
RSp0241	RSRUN2340_03775
RSp0242	RSRUN2340_03776
RSp1573	RSRUN2340_05098
RSp0240	RSRUN2340_03774
RSp1571	RSRUN2340_05096
RSp0245	RSRUN2340_03779
RSp1576	RSRUN2340_05101
RSp0246	RSRUN2340_03780
RSp1577	RSRUN2340_05102
RSp1574	RSRUN2340_05099
RSp0243	RSRUN2340_03778
RSp1575	RSRUN2340_05100
RSp0249	RSRUN2340_03783
RSp0247	RSRUN2340_03781
RSp1578	RSRUN2340_05103
RSp0248	RSRUN2340_03782
RSp1579	RSRUN2340_05104
RSc0709	RSRUN2340_00747
RSc0707	RSRUN2340_00745
RSc0708	RSRUN2340_00746
RSp1521	RSRUN2340_05050
RSp1522	RSRUN2340_05051
RSp1520	RSRUN2340_05049
RSp1526	RSRUN2340_05057
RSp1523	RSRUN2340_05053
RSp1524	RSRUN2340_03923
RSp1524	RSRUN2340_05054
RSp1524	RSRUN2340_03925
RSp1529	RSRUN2340_05061
RSp1527	RSRUN2340_05058
RSp1528	RSRUN2340_05060
RSp1528	RSRUN2340_05059
RSp1510	RSRUN2340_05031
RSp1511	RSRUN2340_05033
RSp1514	RSRUN2340_05036
RSp1515	RSRUN2340_05037
RSp1512	RSRUN2340_05034
RSp1513	RSRUN2340_05035
RSp1518	RSRUN2340_05040
RSp1519	RSRUN2340_05041
RSp1516	RSRUN2340_05038
RSp1517	RSRUN2340_05039
RSp1540	RSRUN2340_02437
RSp0212	RSRUN2340_03739
RSp0210	RSRUN2340_03737
RSp0211	RSRUN2340_03738
RSp0216	RSRUN2340_03743
RSp0217	RSRUN2340_01340
RSp0217	RSRUN2340_05186
RSp0217	RSRUN2340_00192
RSp0217	RSRUN2340_03705
RSp1548	RSRUN2340_05075
RSp0214	RSRUN2340_03740
RSp1545	RSRUN2340_00886
RSp1545	RSRUN2340_02332
RSp1545	RSRUN2340_04667
RSp1545	RSRUN2340_02331
RSp0215	RSRUN2340_03741
RSp1546	RSRUN2340_05074
RSp1549	RSRUN2340_05076
RSp0218	RSRUN2340_03743
RSp1532	RSRUN2340_05067
RSp1533	RSRUN2340_05068
RSp0202	RSRUN2340_03732
RSp1530	RSRUN2340_05062
RSp1536	RSRUN2340_02435
RSp1536	RSRUN2340_05071
RSp1536	RSRUN2340_02329
RSp0206	RSRUN2340_04082
RSp0206	RSRUN2340_01717
RSp0206	RSRUN2340_00459
RSp0206	RSRUN2340_01647
RSp0206	RSRUN2340_03605
RSp0206	RSRUN2340_00737
RSp0206	RSRUN2340_00730
RSp0206	RSRUN2340_02438
RSp0206	RSRUN2340_03236
RSp0206	RSRUN2340_04106
RSp0206	RSRUN2340_00277
RSp0206	RSRUN2340_04862
RSp0206	RSRUN2340_01575
RSp0206	RSRUN2340_03254
RSp0206	RSRUN2340_00184
RSp0206	RSRUN2340_04175
RSp0206	RSRUN2340_04590
RSp1534	RSRUN2340_02327
RSp1534	RSRUN2340_02433
RSp1534	RSRUN2340_05069
RSp0203	RSRUN2340_03735
RSp1535	RSRUN2340_02328
RSp1535	RSRUN2340_05070
RSp1535	RSRUN2340_02434
RSp0209	RSRUN2340_03736
RSp1538	RSRUN2340_05072
RSp1539	RSRUN2340_04083
RSp1539	RSRUN2340_05073
RSc1428	RSRUN2340_00259
RSc1428	RSRUN2340_01718
RSc2759	RSRUN2340_02855
RSc1427	RSRUN2340_01719
RSc2758	RSRUN2340_02854
RSc2757	RSRUN2340_02665
RSc2757	RSRUN2340_05145
RSc2757	RSRUN2340_01914
RSc1426	RSRUN2340_01720
RSc1425	RSRUN2340_01721
RSc1429	RSRUN2340_01716
RSc1420	RSRUN2340_01726
RSc2751	RSRUN2340_02852
RSc2750	RSRUN2340_02851
RSc1424	RSRUN2340_01722
RSc1423	RSRUN2340_01723
RSc1422	RSRUN2340_01724
RSc1421	RSRUN2340_01725
RSc2752	RSRUN2340_02853
RSp0510	RSRUN2340_04537
RSp0510	RSRUN2340_04011
RSp0513	RSRUN2340_04014
RSp0514	RSRUN2340_04015
RSp0511	RSRUN2340_04012
RSp0512	RSRUN2340_04013
RSp0518	RSRUN2340_04965
RSp0518	RSRUN2340_04963
RSp0519	RSRUN2340_04016
RSc1417	RSRUN2340_01730
RSc2748	RSRUN2340_02849
RSc1416	RSRUN2340_01731
RSc2747	RSRUN2340_02848
RSc1415	RSRUN2340_01732
RSc2746	RSRUN2340_02847
RSc1414	RSRUN2340_01733
RSc2745	RSRUN2340_02846
RSc1419	RSRUN2340_01728
RSc2749	RSRUN2340_02850
RSc1418	RSRUN2340_01729
RSc2740	RSRUN2340_02841
RSc2744	RSRUN2340_02845
RSc1413	RSRUN2340_01734
RSc1412	RSRUN2340_01735
RSc2743	RSRUN2340_02844
RSc1411	RSRUN2340_01736
RSc2742	RSRUN2340_02843
RSc2741	RSRUN2340_02842
RSc1410	RSRUN2340_01737
RSp0503	RSRUN2340_03981
RSp0500	RSRUN2340_04004
RSp0506	RSRUN2340_04007
RSp0507	RSRUN2340_04008
RSp0504	RSRUN2340_01001
RSp0504	RSRUN2340_03982
RSp0505	RSRUN2340_04006
RSp0508	RSRUN2340_04009
RSp0509	RSRUN2340_04010
RSc1406	RSRUN2340_01741
RSc2737	RSRUN2340_02838
RSc1405	RSRUN2340_01742
RSc2736	RSRUN2340_02837
RSc1404	RSRUN2340_01743
RSc2735	RSRUN2340_02836
RSc1403	RSRUN2340_01744
RSc2734	RSRUN2340_02834
RSc1409	RSRUN2340_01738
RSc1408	RSRUN2340_01739
RSc2739	RSRUN2340_02840
RSc1407	RSRUN2340_01740
RSc2738	RSRUN2340_02839
RSc2733	RSRUN2340_02833
RSc2733	RSRUN2340_04470
RSc1402	RSRUN2340_01745
RSc2732	RSRUN2340_02832
RSc2732	RSRUN2340_04469
RSc1401	RSRUN2340_01746
RSc2731	RSRUN2340_02831
RSc1400	RSRUN2340_01747
RSc2730	RSRUN2340_04468
RSc2730	RSRUN2340_02830
RSp0531	RSRUN2340_04028
RSp0532	RSRUN2340_04029
RSp0530	RSRUN2340_04027
RSp0535	RSRUN2340_04032
RSp0536	RSRUN2340_04033
RSp0533	RSRUN2340_04030
RSp0534	RSRUN2340_04031
RSp0539	RSRUN2340_04035
RSp0539	RSRUN2340_03240
RSp0538	RSRUN2340_04034
RSc2726	RSRUN2340_02826
RSc2725	RSRUN2340_02825
RSc2724	RSRUN2340_02824
RSc2723	RSRUN2340_02823
RSc2729	RSRUN2340_02829
RSc2728	RSRUN2340_02828
RSc2727	RSRUN2340_02827
RSc2722	RSRUN2340_02822
RSc2721	RSRUN2340_02821
RSc2720	RSRUN2340_02820
RSp0520	RSRUN2340_04017
RSp0521	RSRUN2340_04018
RSp0524	RSRUN2340_04021
RSp0525	RSRUN2340_04022
RSp0522	RSRUN2340_04019
RSp0523	RSRUN2340_04020
RSp0528	RSRUN2340_04025
RSp0529	RSRUN2340_04026
RSp0526	RSRUN2340_04023
RSp0527	RSRUN2340_04024
RSc2715	RSRUN2340_02815
RSc2714	RSRUN2340_02814
RSc2713	RSRUN2340_02813
RSc2712	RSRUN2340_02812
RSc2719	RSRUN2340_02819
RSc2718	RSRUN2340_02818
RSc2717	RSRUN2340_02817
RSc2716	RSRUN2340_02816
RSc2711	RSRUN2340_02811
RSc2710	RSRUN2340_02809
RSc2704	RSRUN2340_03249
RSc2704	RSRUN2340_02800
RSc2703	RSRUN2340_02799
RSc2703	RSRUN2340_03251
RSc2708	RSRUN2340_02806
RSc2707	RSRUN2340_03981
RSc2706	RSRUN2340_01001
RSc2706	RSRUN2340_03982
RSc2700	RSRUN2340_02794
RSc2700	RSRUN2340_02791
RSc2709	RSRUN2340_02807
RSc0998	RSRUN2340_02224
RSc0999	RSRUN2340_02223
RSc0996	RSRUN2340_02226
RSc0997	RSRUN2340_02225
RSc0990	RSRUN2340_02238
RSc0991	RSRUN2340_02237
RSc0991	RSRUN2340_02231
RSc0994	RSRUN2340_02228
RSc0995	RSRUN2340_02227
RSc0992	RSRUN2340_02230
RSc0993	RSRUN2340_02229
RSc0987	RSRUN2340_02241
RSc0988	RSRUN2340_02240
RSc0985	RSRUN2340_02243
RSc0986	RSRUN2340_02242
RSc0989	RSRUN2340_02239
RSc0980	RSRUN2340_02248
RSc0983	RSRUN2340_02245
RSc0984	RSRUN2340_02244
RSc0981	RSRUN2340_02247
RSc0982	RSRUN2340_02246
RSc3207	RSRUN2340_04340
RSc3208	RSRUN2340_04341
RSc3209	RSRUN2340_04902
RSc3209	RSRUN2340_04342
RSc0176	RSRUN2340_00208
RSc0177	RSRUN2340_00209
RSc3205	RSRUN2340_04338
RSc0174	RSRUN2340_00206
RSc0175	RSRUN2340_00207
RSc3206	RSRUN2340_04339
RSc0178	RSRUN2340_00210
RSc3201	RSRUN2340_03710
RSc0179	RSRUN2340_04375
RSc0179	RSRUN2340_02429
RSc0179	RSRUN2340_01290
RSc0183	RSRUN2340_02425
RSc0183	RSRUN2340_04370
RSc0184	RSRUN2340_02424
RSc0184	RSRUN2340_04369
RSc0182	RSRUN2340_02427
RSc0182	RSRUN2340_04372
RSc0165	RSRUN2340_00197
RSc0166	RSRUN2340_00198
RSc0163	RSRUN2340_00195
RSc0164	RSRUN2340_00196
RSc0169	RSRUN2340_00201
RSc0167	RSRUN2340_00199
RSc0168	RSRUN2340_00200
RSc0172	RSRUN2340_00204
RSc0173	RSRUN2340_00205
RSc0170	RSRUN2340_00202
RSc0171	RSRUN2340_00203
RSc0154	RSRUN2340_00174
RSc1486	RSRUN2340_02597
RSc0155	RSRUN2340_00175
RSc1485	RSRUN2340_02598
RSc0152	RSRUN2340_00172
RSc1483	RSRUN2340_01658
RSc0153	RSRUN2340_00173
RSc0158	RSRUN2340_00178
RSc0159	RSRUN2340_00179
RSc0156	RSRUN2340_00176
RSc0157	RSRUN2340_00177
RSc1493	RSRUN2340_03981
RSc0161	RSRUN2340_00193
RSc1492	RSRUN2340_01001
RSc1492	RSRUN2340_03982
RSc0162	RSRUN2340_00194
RSc0160	RSRUN2340_00180
RSc0149	RSRUN2340_00169
RSc1475	RSRUN2340_01669
RSc1474	RSRUN2340_01670
RSc0141	RSRUN2340_00163
RSc1473	RSRUN2340_01671
RSc0142	RSRUN2340_00164
RSc1472	RSRUN2340_01672
RSc1479	RSRUN2340_01663
RSc0147	RSRUN2340_00167
RSc1478	RSRUN2340_01664
RSc0148	RSRUN2340_00168
RSc1477	RSRUN2340_01665
RSc0145	RSRUN2340_00165
RSc1476	RSRUN2340_01668
RSc0146	RSRUN2340_00166
RSc1482	RSRUN2340_01659
RSc0150	RSRUN2340_00170
RSc0151	RSRUN2340_00171
RSc1481	RSRUN2340_01661
RSc1480	RSRUN2340_01662
RSc1480	RSRUN2340_01141
RSc0138	RSRUN2340_00160
RSc1469	RSRUN2340_01674
RSc0139	RSRUN2340_00161
RSc1464	RSRUN2340_01679
RSc0132	RSRUN2340_00152
RSc1463	RSRUN2340_01680
RSc0133	RSRUN2340_00153
RSc0130	RSRUN2340_00150
RSc1462	RSRUN2340_01681
RSc2793	RSRUN2340_02888
RSc2792	RSRUN2340_02887
RSc1461	RSRUN2340_01682
RSc0131	RSRUN2340_00151
RSc1468	RSRUN2340_01675
RSc0136	RSRUN2340_00157
RSc0137	RSRUN2340_00159
RSc2798	RSRUN2340_02891
RSc1467	RSRUN2340_01676
RSc0134	RSRUN2340_00155
RSc1466	RSRUN2340_01677
RSc2797	RSRUN2340_02890
RSc0135	RSRUN2340_00156
RSc1465	RSRUN2340_01678
RSc2796	RSRUN2340_02889
RSc1471	RSRUN2340_01673
RSc0140	RSRUN2340_00162
RSc0129	RSRUN2340_00149
RSc1459	RSRUN2340_01684
RSc1458	RSRUN2340_01685
RSc2789	RSRUN2340_02884
RSc0128	RSRUN2340_00148
RSc0121	RSRUN2340_00142
RSc1453	RSRUN2340_01690
RSc2784	RSRUN2340_02879
RSc0122	RSRUN2340_04715
RSc0122	RSRUN2340_00143
RSc0122	RSRUN2340_02256
RSc1452	RSRUN2340_01691
RSc2783	RSRUN2340_02878
RSc2782	RSRUN2340_02877
RSc1451	RSRUN2340_01692
RSc1450	RSRUN2340_01693
RSc2781	RSRUN2340_02876
RSc0120	RSRUN2340_00141
RSc2788	RSRUN2340_02883
RSc1457	RSRUN2340_01686
RSc0125	RSRUN2340_00146
RSc0125	RSRUN2340_02103
RSc2787	RSRUN2340_02882
RSc1456	RSRUN2340_01687
RSc0126	RSRUN2340_00147
RSc2786	RSRUN2340_02881
RSc0123	RSRUN2340_00144
RSc1455	RSRUN2340_01688
RSc2785	RSRUN2340_02880
RSc1454	RSRUN2340_01689
RSc0124	RSRUN2340_00145
RSc1460	RSRUN2340_01683
RSc1460	RSRUN2340_03828
RSc2791	RSRUN2340_02886
RSc2790	RSRUN2340_02885
RSc0118	RSRUN2340_00139
RSc1449	RSRUN2340_01694
RSc0119	RSRUN2340_00140
RSc2779	RSRUN2340_02874
RSc0116	RSRUN2340_00137
RSc1448	RSRUN2340_01696
RSc2778	RSRUN2340_02873
RSc0117	RSRUN2340_00138
RSc1447	RSRUN2340_01697
RSc0110	RSRUN2340_01340
RSc0110	RSRUN2340_05186
RSc0110	RSRUN2340_00192
RSc0110	RSRUN2340_03705
RSc1442	RSRUN2340_01702
RSc2773	RSRUN2340_02868
RSc2772	RSRUN2340_02867
RSc1441	RSRUN2340_01703
RSc0111	RSRUN2340_00132
RSc1440	RSRUN2340_01704
RSc2770	RSRUN2340_02866
RSc2777	RSRUN2340_02872
RSc0114	RSRUN2340_00135
RSc1446	RSRUN2340_01698
RSc2776	RSRUN2340_02871
RSc0115	RSRUN2340_00136
RSc1445	RSRUN2340_01699
RSc0112	RSRUN2340_00133
RSc1444	RSRUN2340_01700
RSc2775	RSRUN2340_02870
RSc0113	RSRUN2340_00134
RSc2774	RSRUN2340_02869
RSc1443	RSRUN2340_01701
RSc2780	RSRUN2340_02875
RSc1439	RSRUN2340_01001
RSc1439	RSRUN2340_03982
RSc0107	RSRUN2340_00129
RSc1438	RSRUN2340_03981
RSc2769	RSRUN2340_02865
RSc0108	RSRUN2340_00130
RSc2768	RSRUN2340_02864
RSc2767	RSRUN2340_01091
RSc2767	RSRUN2340_02863
RSc0109	RSRUN2340_00131
RSc1431	RSRUN2340_01714
RSc2762	RSRUN2340_02858
RSc0100	RSRUN2340_00125
RSc1430	RSRUN2340_01715
RSc2761	RSRUN2340_02857
RSc0103	RSRUN2340_01340
RSc0103	RSRUN2340_05186
RSc0103	RSRUN2340_00192
RSc0103	RSRUN2340_03705
RSc2766	RSRUN2340_02862
RSc1434	RSRUN2340_01707
RSc2765	RSRUN2340_02861
RSc0104	RSRUN2340_00127
RSc0104	RSRUN2340_04165
RSc2764	RSRUN2340_02860
RSc0101	RSRUN2340_00126
RSc1433	RSRUN2340_01705
RSc2763	RSRUN2340_02859
RSc0102	RSRUN2340_00127
RSc0102	RSRUN2340_04165
RSc1432	RSRUN2340_01706
RSp1040	RSRUN2340_04563
RSp1041	RSRUN2340_04564
RSc3287	RSRUN2340_03395
RSp1044	RSRUN2340_04567
RSc3288	RSRUN2340_03396
RSp1045	RSRUN2340_04568
RSc3289	RSRUN2340_03397
RSp1042	RSRUN2340_04565
RSp1043	RSRUN2340_04566
RSc3294	RSRUN2340_03401
RSp1048	RSRUN2340_04571
RSc3295	RSRUN2340_03402
RSp1049	RSRUN2340_04572
RSc3296	RSRUN2340_03403
RSc3296	RSRUN2340_02118
RSp1046	RSRUN2340_04569
RSc3297	RSRUN2340_03404
RSp1047	RSRUN2340_04570
